ITL,ITL code,name,value
ITL1,TLC,North East,2669940
ITL1,TLD,North West,7341196
ITL1,TLE,Yorkshire and The Humber,5502967
ITL1,TLF,East Midlands,4835928
ITL1,TLG,West Midlands,5934037
ITL1,TLH,East of England,6236072
ITL1,TLI,London,8961989
ITL1,TLJ,South East,9180135
ITL1,TLK,South West,5624696
ITL1,TLL,Wales,3152879
ITL1,TLM,Scotland,5463300
ITL1,TLN,Northern Ireland,1893667
