ITL,ITL code,name,value
ITL1,TLC,North East,6.1
ITL1,TLD,North West,4.2
ITL1,TLE,Yorkshire and The Humber,4.5
ITL1,TLF,East Midlands,3.6
ITL1,TLG,West Midlands,4.4
ITL1,TLH,East of England,3.3
ITL1,TLI,London,4.3
ITL1,TLJ,South East,3.1
ITL1,TLK,South West,2.8
ITL1,TLL,Wales,2.9
ITL1,TLM,Scotland,3.5
ITL1,TLN,Northern Ireland,2.4
