yearmo,SENT,SENT_ORTH,pdnd,ripo,nipo,cefd,s,indpro,consdur,consnon,consserv,recess,employ,cpi
197908,-0.648858488,-0.408542007,-9.639901161,0.9,5,22.15999985,0.209999993,51.37659836,231.3000031,524.2000122,860,0,90300,73.69999695
197909,-0.616154373,-0.307912141,-9.618449211,24.7,4,21.54999924,0.209999993,51.37409973,235.3999939,531.5,867,0,90327,74.40000153
197910,-0.906314611,-0.605824888,-9.186741829,4.6,11,23.71999931,0.209999993,51.72679901,228.3000031,533.7999878,879.5999756,0,90481,75.19999695
197911,-0.854474962,-0.499438077,-11.11037254,28,6,22.63999939,0.209999993,51.64220047,229,541.0999756,887.2000122,0,90573,76
197912,-0.785311818,-0.371804506,-13.76042938,27.4,13,19.93000031,0.219999999,51.67630005,229.8999939,543.2999878,893.0999756,0,90672,76.90000153
198001,-0.856649339,-0.665247083,-15.5298624,73.5,14,20.92000008,0.219999999,51.95449829,239.6000061,554.2000122,903.5,1,90800,78
198002,-0.847103357,-0.897198677,-16.53736687,119.1,8,21.62999916,0.230000004,51.97790146,232.8999939,560.2000122,908.2999878,1,90883,79
198003,-0.662708402,-0.688004732,-13.38971043,28.5,9,19.87999916,0.25,51.75650024,223.6000061,565.4000244,919.0999756,1,90994,80.09999847
198004,-0.70228529,-0.580989063,-12.15069675,39,9,20.54000092,0.25,50.73690033,212.3999939,565.2000122,917.7000122,1,90849,80.90000153
198005,-0.456938356,-0.23627466,-12.56108284,21.6,13,17.51000023,0.25,49.49000168,208.5,566.4000244,925.0999756,1,90420,81.69999695
198006,-0.387815505,-0.170159072,-14.09184933,13.9,18,17.21999931,0.239999995,48.8504982,214.8999939,566.0999756,937.7999878,1,90101,82.5
198007,-0.346062779,-0.31382069,-16.78312874,12.7,26,16.75,0.230000004,48.49969864,226.6999969,570.2999878,950.0999756,1,89840,82.59999847
198008,-0.414199471,-0.307662666,-19.348032,51.7,24,18.51000023,0.230000004,48.65539932,224,579.4000244,960.4000244,0,90099,83.19999695
198009,-0.467021137,-0.190616354,-21.08769608,37.4,25,19.87999916,0.239999995,49.46770096,225.3999939,579.7999878,975.2000122,0,90213,83.90000153
198010,-0.447818786,-0.144245729,-22.36064148,74.5,34,19.52000046,0.25999999,50.09469986,236.3000031,588,992.7999878,0,90490,84.69999695
198011,-0.255411863,0.045826405,-21.62004089,53.3,23,17.90999985,0.25999999,50.93109894,236.6999969,588.7000122,1001.400024,0,90747,85.59999847
198012,0.134021476,0.369967788,-22.70898438,69.1,35,13.52999973,0.280000001,51.26440048,235.6999969,597,1019,0,90943,86.40000153
198101,0.199798733,0.403484732,-22.73114777,31.9,24,17.45000076,0.289999992,50.94530106,239.8999939,609.7999878,1020.400024,0,91033,87.19999695
198102,0.407990545,0.649812281,-22.41684341,50.5,32,17.93000031,0.289999992,50.73320007,247.3000031,614.2999878,1022.599976,0,91105,88
198103,0.531818926,0.767817259,-25.9308567,37.8,39,14.56999969,0.289999992,50.99219894,250.8999939,618.0999756,1034,0,91210,88.59999847
198104,0.471847028,0.606799066,-29.29217339,16.8,56,16.73999977,0.300000012,50.77799988,241.6999969,621.5,1041.199951,0,91283,89.09999847
198105,0.372018486,0.390084505,-34.15060806,16.3,46,18.46999931,0.330000013,51.06669998,239.8000031,620.5999756,1053.400024,0,91296,89.69999695
198106,0.571689606,0.495433182,-29.61682129,13.4,62,14.68999958,0.370000005,51.33549881,241.3999939,626.5,1066.599976,0,91490,90.5
198107,0.396939188,0.30803299,-28.50090981,15.6,42,19.03000069,0.389999986,51.66460037,245.1999969,626.5,1070.400024,1,91601,91.5
198108,0.630346477,0.257327259,-26.21499252,3.6,37,18.05999947,0.409999996,51.60490036,260.3999939,629.7999878,1076.5,1,91565,92.19999695
198109,0.832487643,0.668027103,-24.07362556,2.2,20,14.93999958,0.409999996,51.35269928,250.1999969,631.0999756,1084.300049,1,91477,93.09999847
198110,0.867890418,0.700791419,-26.00638199,2.4,37,18.60000038,0.400000006,50.95809937,237.3000031,633.4000244,1093.199951,1,91380,93.40000153
198111,1.01971662,0.940168262,-22.87668037,5.9,27,15.47000027,0.379999995,50.36339951,237,633.7000122,1100,1,91171,93.80000305
198112,1.252284288,1.237471342,-22.6588726,4.7,28,12.73999977,0.360000014,49.81809998,236.3000031,640,1112.5,1,90895,94.09999847
198201,1.081558824,1.010490298,-22.90910149,6.2,15,14.89000034,0.370000005,48.79790115,241,637.2999878,1118.800049,1,90565,94.40000153
198202,1.210222244,0.889556885,-21.63737488,2,14,10.88000011,0.379999995,49.7942009,249.3000031,643.4000244,1128.5,1,90563,94.69999695
198203,1.353154182,0.969852746,-20.78972816,0.2,13,8.899999619,0.370000005,49.45899963,249,638.9000244,1136.199951,1,90434,94.69999695
198204,1.22459805,0.804012656,-22.14580727,21.6,18,10.89999962,0.389999986,49.00719833,244.8999939,637.5,1144,1,90150,95
198205,1.292815685,0.963253975,-20.71765327,2.1,19,10.46000004,0.379999995,48.67839813,256.7999878,638.5999756,1149.099976,1,90107,95.90000153
198206,1.213355422,1.016727686,-19.93492317,29.9,14,6.940000057,0.370000005,48.55289841,246,640,1162,1,89865,97
198207,1.040156722,0.853397429,-18.89863014,-0.9,14,8.949999809,0.370000005,48.38589859,247.8000031,652.5999756,1171.900024,1,89521,97.5
198208,0.832904637,0.505456984,-18.47499466,0.3,11,9.659999847,0.360000014,47.94950104,248.6000061,647,1184.5,1,89363,97.69999695
198209,0.707639992,0.260466516,-17.89157486,7.1,16,10.10999966,0.349999994,47.82580185,260,649.5999756,1195.099976,1,89183,97.69999695
198210,0.658482015,0.264693528,-22.12235832,22.2,22,9.289999962,0.340000004,47.36560059,254.1000061,656.5,1215.199951,1,88907,98.09999847
198211,0.729392409,0.160778061,-26.59833145,60.7,22,4.940000057,0.360000014,47.21480179,268.1000061,655,1226.199951,1,88786,98
198212,0.763259888,0.22500971,-26.25662422,31.5,44,2.440000057,0.360000014,46.87969971,270.7999878,658.7999878,1232,0,88771,97.69999695
198301,0.590296805,0.30802688,-30.80195045,32.6,24,5.849999905,0.349999994,47.74909973,268.2999878,655.0999756,1250.599976,0,88990,97.90000153
198302,0.459286332,0.32990253,-31.63466263,22.1,41,7.369999886,0.360000014,47.45479965,266.7999878,652.9000244,1257.300049,0,88917,98
198303,0.275852382,0.080573276,-31.39138794,32.8,60,11,0.379999995,47.85160065,271.6000061,663.0999756,1268.099976,0,89090,98.09999847
198304,0.378399551,0.11153733,-24.41701126,34,43,9.960000038,0.370000005,48.4510994,281.7000122,665.2999878,1279.400024,0,89364,98.80000305
198305,0.31663233,-0.132410824,-28.45987701,44,68,11.14999962,0.370000005,48.75419998,288.7999878,672.7000122,1284.300049,0,89644,99.19999695
198306,0.401832432,-0.080323875,-30.97383118,48.2,85,11,0.389999986,49.04959869,298.2000122,681.0999756,1296.699951,0,90021,99.40000153
198307,0.593085885,0.080939621,-28.74728394,28.3,95,7.769999981,0.389999986,49.77730179,303.3999939,686.2999878,1314.699951,0,90437,99.80000305
198308,0.6045928,0.133656561,-26.47714233,12.5,104,10.09000015,0.409999996,50.37269974,301.2000122,688.2000122,1331.099976,0,90129,100.0999985
198309,0.742074013,0.216777563,-25.9789753,12,84,8.989999771,0.419999987,51.09799957,302.6000061,690.7999878,1341.5,0,91247,100.4000015
198310,1.319769025,0.758427262,-21.09119034,7.5,86,2.140000105,0.430000007,51.4992981,313.7000122,693.7999878,1350.099976,0,91520,100.8000031
198311,1.591742039,1.054580569,-22.54524231,6.6,84,3.299999952,0.430000007,51.72700119,315.8999939,696.5,1353.900024,0,91875,101.0999985
198312,1.77887702,1.199979067,-22.07440758,2.5,109,2.930000067,0.430000007,51.98860168,328.2999878,699.2000122,1366.099976,0,92230,101.4000015
198401,2.207771778,1.855641246,-20.15209389,12.6,67,-1.450000048,0.419999987,53.01750183,336.7999878,710.5,1372,0,92673,102.0999985
198402,2.355684519,2.116973877,-21.55619049,10.8,61,-3.279999971,0.400000006,53.26509857,328.7000122,701.5,1373.300049,0,93157,102.5999985
198403,2.289943218,2.047357321,-20.38483047,11.5,56,-1.080000043,0.379999995,53.51449966,328.7999878,707.4000244,1395.5,0,93429,102.9000015
198404,1.977407217,1.689639807,-21.23197937,13.1,39,1.679999948,0.360000014,53.83190155,336,716.5999756,1404.900024,0,93792,103.3000031
198405,2.246103287,2.010625362,-20.7119751,8.9,50,-0.230000004,0.360000014,54.12039948,341.7000122,719.7000122,1413.099976,0,94098,103.5
198406,2.240194559,1.894872665,-20.71313286,7.2,49,1.340000033,0.319999993,54.31330109,346.1000061,730.9000244,1418.599976,0,94479,103.6999969
198407,2.137646914,1.922207952,-19.08727837,14.8,39,0.25,0.289999992,54.46440125,341.5,720.2000122,1432.900024,0,94789,104.0999985
198408,1.79467535,1.708518386,-19.7345829,8.2,51,3.160000086,0.270000011,54.52999878,339.7000122,721.9000244,1450.599976,0,95032,104.4000015
198409,1.757060766,1.77854836,-18.54077721,10.4,28,1,0.239999995,54.37749863,345,731.7000122,1457.199951,0,95344,104.6999969
198410,1.405488849,1.405501008,-17.23928261,16.4,40,2.960000038,0.209999993,54.35279846,343,728.7000122,1459.5,0,95629,105.0999985
198411,1.426647782,1.446833968,-14.9776659,14,40,0.600000024,0.189999998,54.53440094,358.3999939,736.7000122,1476.300049,0,95982,105.3000031
198412,1.214082599,1.242321372,-16.39643097,12.3,32,1.149999976,0.170000002,54.56079865,360.1000061,732.9000244,1489.699951,0,96107,105.5
198501,1.097622991,0.951420546,-18.8809948,13.5,30,1.080000043,0.170000002,54.53419876,365.5,737,1516.199951,0,96372,105.6999969
198502,0.966528118,0.782414138,-19.00309181,19.6,26,3.420000076,0.170000002,54.70190048,364.8999939,745.7000122,1530.199951,0,96503,106.3000031
198503,0.895650983,0.860487759,-17.95809364,29.3,39,3.069999933,0.159999996,54.77389908,373.6000061,744.4000244,1530.400024,0,96842,106.8000031
198504,0.892832696,0.88171804,-15.7789669,7,40,3.24000001,0.159999996,54.66619873,365.7000122,754,1539.800049,0,97038,107
198505,0.811675847,0.77547735,-14.96712208,23.2,40,3.309999943,0.159999996,54.74720001,384.2999878,753.9000244,1558.199951,0,97312,107.1999969
198506,0.696638167,0.719263494,-14.41990852,14.6,40,3.900000095,0.159999996,54.72109985,369.7000122,750.4000244,1569.300049,0,97459,107.5
198507,0.638147473,0.664724588,-15.66401672,14.4,45,3.559999943,0.159999996,54.43809891,376.2999878,755.2000122,1584.099976,0,97648,107.6999969
198508,0.731525481,0.660150409,-14.75600529,4.9,46,1.730000019,0.170000002,54.61899948,390.2999878,761.2000122,1600.599976,0,97840,107.9000015
198509,0.730288148,0.526801169,-13.22626781,14.9,44,1.360000014,0.170000002,54.81999969,422.7000122,765,1606.900024,0,98045,108.0999985
198510,0.64449054,0.578611195,-12.27845764,3.6,65,3.359999895,0.170000002,54.63040161,379.2000122,766,1610.599976,0,98233,108.5
198511,0.582566917,0.53571856,-13.33825779,7.8,49,3.880000114,0.170000002,54.81760025,380.7999878,775.2000122,1615.099976,0,98443,109
198512,0.693369091,0.652519226,-13.68595219,5.6,43,3.49000001,0.180000007,55.35960007,391.2000122,778.9000244,1641.199951,0,98609,109.5
198601,0.844331741,0.892392278,-15.8388319,2.7,37,1.809999943,0.170000002,55.65110016,401.3999939,784.4000244,1641.300049,0,98732,109.9000015
198602,0.713839531,0.733085871,-16.08185959,10.3,52,5.579999924,0.170000002,55.27000046,389.3999939,776.7000122,1654.199951,0,98847,109.6999969
198603,0.685793102,0.563566804,-15.15587139,12.6,71,7.099999905,0.170000002,54.88280106,384.1000061,776.7000122,1662.800049,0,98934,109.0999985
198604,0.622959614,0.516147614,-15.87874699,11.7,48,7.019999981,0.159999996,54.9455986,404,761.4000244,1669.800049,0,99121,108.6999969
198605,0.650059581,0.537801921,-16.05529785,11.7,88,7.989999771,0.170000002,55.05350113,414.2000122,768.5999756,1674.699951,0,99248,109
198606,0.636596859,0.648855209,-14.727952,8.5,122,10.42000008,0.159999996,54.8370018,403.7000122,772.2999878,1685.699951,0,99155,109.4000015
198607,0.886532605,0.800881922,-12.45163727,6.9,95,7.199999809,0.159999996,55.17160034,415.8999939,771.5999756,1693.699951,0,99473,109.5
198608,0.989720583,0.872496665,-11.37165642,1.8,92,5.619999886,0.159999996,55.07920074,434.3999939,768.5,1695.699951,0,99588,109.5999985
198609,1.077213049,0.81669867,-11.16666889,7,67,3.619999886,0.159999996,55.2317009,486.7999878,773.0999756,1711.900024,0,99934,110
198610,1.122224569,1.0332129,-11.40560627,1,86,1.960000038,0.159999996,55.46450043,434.8999939,778.2999878,1719.699951,0,100121,110.1999969
198611,1.276266575,1.258500934,-10.45199299,1.5,90,0.170000002,0.159999996,55.6853981,420,775.2000122,1733.199951,0,100308,110.4000015
198612,1.317968249,1.258729219,-11.38607693,1,105,0.920000017,0.159999996,56.2120018,468.5,783.5,1745.099976,0,100509,110.8000031
198701,1.276442051,1.337393641,-13.96473122,11.2,38,2.75,0.159999996,56.00120163,399.7000122,782.9000244,1752.900024,0,100678,111.4000015
198702,1.127604723,1.110191822,-17.37890053,7.4,58,5.980000019,0.159999996,56.74380112,427,805.7999878,1769,0,100919,111.8000031
198703,1.03441596,1.097076178,-16.76423836,9.7,73,7.119999886,0.170000002,56.82350159,428.7999878,803.5,1781,0,101164,112.1999969
198704,1.046744466,1.038763285,-13.94229984,4.1,57,7.679999828,0.170000002,57.19540024,437.6000061,809,1792.199951,0,101499,112.6999969
198705,0.933828831,0.957638204,-13.88678455,2.3,51,8.890000343,0.170000002,57.54980087,434,812.4000244,1802,0,101728,113
198706,0.847301841,0.790661514,-11.84049034,4.3,80,8.590000153,0.170000002,57.86029816,445.7000122,815.4000244,1811.599976,0,101900,113.5
198707,0.698649287,0.636589289,-10.40923977,4.9,84,9.960000038,0.180000007,58.25009918,452.3999939,817.2999878,1825,0,102247,113.8000031
198708,0.546961606,0.419292122,-11.2831974,8.6,63,11.38000011,0.170000002,58.68889999,468.8999939,822.5,1839.400024,0,102420,114.3000031
198709,0.565032184,0.499869168,-12.04133701,4.2,60,10.48999977,0.170000002,58.9137001,460.2999878,822.2000122,1844,0,102647,114.6999969
198710,0.437679321,0.302738547,-5.619740009,0.5,38,11.85999966,0.170000002,59.70830154,443.1000061,824.2000122,1867.300049,0,103138,115
198711,0.464574784,0.4450275,-6.260131836,6.3,21,8.470000267,0.159999996,60.00220108,447.3999939,826.2000122,1870.599976,0,103372,115.4000015
198712,0.146966189,-0.026946435,-8.141542435,,7,12.69999981,0.150000006,60.33359909,459.3999939,830,1884.699951,0,103661,115.5999985
198801,0.158788875,0.137713626,-4.862546921,-0.2,12,13.39999962,0.150000006,60.3185997,470.2999878,832.2000122,1911.300049,0,103753,116
198802,0.198304757,0.122811928,-5.364112377,10.4,14,13.30000019,0.150000006,60.6208992,468.7000122,832.7000122,1920.099976,0,104214,116.1999969
198803,0.077409983,-0.046787236,-8.110247612,10.3,19,13.81999969,0.140000001,60.75910187,472.3999939,850.2999878,1937.900024,0,104489,116.5
198804,-0.085047208,-0.104143158,-8.061810493,6.6,19,14.27999973,0.129999995,61.11439896,467.7999878,849.2000122,1946.099976,0,104732,117.1999969
198805,-0.105242819,-0.057213057,-6.611391544,8.1,24,13.48999977,0.119999997,60.99520111,474.7000122,854.4000244,1964.599976,0,104962,117.5
198806,-0.207613379,-0.241743192,-8.42697525,9.7,26,12.75,0.119999997,61.16970062,477.2999878,857.0999756,1984.199951,0,105326,118
198807,-0.327965647,-0.317960858,-6.797465324,5.7,24,12.72999954,0.119999997,61.17490005,472.3999939,864.7000122,2005.699951,0,105550,118.5
198808,-0.348760217,-0.271608859,-6.390841484,1.2,20,12.64999962,0.109999999,61.48509979,470.1000061,871.5999756,2026.199951,0,105674,119
198809,-0.420793235,-0.099262953,-5.362438202,0.6,11,13.18999958,0.109999999,61.28440094,468.7000122,876,2030.300049,0,106013,119.5
198810,-0.593765676,-0.389452517,-2.807919264,2.6,25,12.81999969,0.109999999,61.55950165,477.8999939,883.9000244,2051.899902,0,106276,119.9000015
198811,-0.586638808,-0.488720566,-2.674172163,-0.6,13,13.02000046,0.109999999,61.71279907,481.7999878,888,2060.399902,0,106617,120.3000031
198812,-0.536959887,-0.275862277,-4.771386623,1.5,20,13.69999981,0.109999999,61.99829865,498.8999939,887.0999756,2073.800049,0,106898,120.6999969
198901,-0.570088089,-0.578545928,-5.411403656,0.6,8,12.17000008,0.109999999,62.17890167,496.2000122,902.5999756,2085,0,107161,121.1999969
198902,-0.596759498,-0.456566036,-6.715607643,6.8,13,12.96000004,0.109999999,61.90739822,481.2999878,900.5,2106.300049,0,107427,121.5999985
198903,-0.580314696,-0.398611933,-6.342655659,14.6,11,13.68000031,0.100000001,62.05920029,481.8999939,904.5,2112.300049,0,107621,122.1999969
198904,-0.562419772,-0.351879537,-11.90219498,13.8,12,13.14999962,0.100000001,62.04240036,500.3999939,920.5999756,2122,0,107791,123.0999985
198905,-0.611557961,-0.392237395,-12.72062492,8.5,24,13.43000031,0.090000004,61.69480133,487.6000061,930.2000122,2134,0,107913,123.6999969
198906,-0.477189749,-0.198338389,-12.23827171,6.5,17,11.63000011,0.090000004,61.69150162,492,932.5,2142.100098,0,108027,124.0999985
198907,-0.550612807,-0.217089087,-10.2874651,3.6,18,12.17000008,0.090000004,61.09780121,497.3999939,932.5999756,2155.699951,0,108069,124.5
198908,-0.608786762,-0.250816673,-11.65594959,14.6,15,12.63000011,0.090000004,61.69490051,518.7000122,935,2166.899902,0,108120,124.5
198909,-0.592258513,-0.300256342,-13.27980614,10.7,13,11.75,0.090000004,61.48389816,500.7999878,941.2000122,2179.800049,0,108369,124.8000031
198910,-0.632246077,-0.417701155,-11.25483799,12.8,17,11.10999966,0.090000004,61.41049957,493.8999939,943,2196.699951,0,108476,125.4000015
198911,-0.585585058,-0.358984798,-9.863827705,5.7,31,10.34000015,0.090000004,61.61719894,490.1000061,948.5999756,2204.600098,0,108752,125.9000015
198912,-0.426425785,-0.244586825,-8.272792816,5.2,25,8.380000114,0.100000001,61.96350098,491.6000061,962.4000244,2230.100098,0,108836,126.3000031
199001,-0.397210419,-0.159907058,-7.580171108,8,12,8.300000191,0.100000001,61.64400101,536.4000244,965.2999878,2229,0,109189,127.5
199002,-0.37593329,-0.09765777,-8.756809235,8.7,13,8.510000229,0.100000001,62.21080017,505.8999939,975.7000122,2246.600098,0,109432,128
199003,-0.374094695,-0.120887481,-9.988622665,8.8,19,8.600000381,0.109999999,62.50680161,503.7999878,981.5,2269.600098,0,109637,128.6000061
199004,-0.157342583,-0.034434993,-9.738869667,8.9,22,7.820000172,0.119999997,62.35969925,505.7000122,976.5,2287.800049,0,109671,128.8999939
199005,-0.25929293,-0.121310219,-11.01514149,17.4,19,10.34000015,0.119999997,62.54740143,495.2999878,977.4000244,2303.100098,0,109834,129.1000061
199006,-0.249476403,-0.14495641,-11.57863235,16.8,22,9.779999733,0.119999997,62.7541008,494.2999878,988.5999756,2321.600098,0,109857,129.8999939
199007,-0.320589513,-0.361982882,-7.99272871,9.5,24,10.09000015,0.109999999,62.64970016,496.2999878,991.0999756,2334.300049,1,109822,130.5
199008,-0.222898901,-0.614352942,-5.423449516,6.3,15,9.340000153,0.109999999,62.87609863,489.2999878,1004.200012,2354.800049,1,109610,131.6000061
199009,-0.212542683,-0.541367173,-2.87021184,5.7,7,10.06999969,0.100000001,62.89599991,495.1000061,1014.099976,2361,1,109520,132.5
199010,-0.182687953,-0.416091502,-0.844294786,0.6,4,8.399999619,0.100000001,62.50600052,486.1000061,1016.299988,2368.100098,1,109374,133.3999939
199011,-0.272447348,-0.445894808,-1.900327682,,5,8.760000229,0.090000004,61.72710037,482.7000122,1023.5,2365.699951,1,109220,133.6999969
199012,-0.275171757,-0.27858004,-2.168070555,14.5,10,7.489999771,0.079999998,61.29389954,474,1016.5,2370.800049,1,109168,134.1999969
199101,-0.322851658,-0.49043721,-5.700387001,26.5,4,7.880000114,0.07,61.0931015,452.7000122,1013,2375.300049,1,109051,134.6999969
199102,-0.235496029,-0.373257458,-6.354621887,23,7,6.610000134,0.07,60.65219879,467,1010.900024,2388.800049,1,108731,134.8000031
199103,-0.289539337,-0.43290621,-8.53758049,15.5,18,8.199999809,0.059999999,60.30690002,495.3999939,1018.599976,2399,1,108569,134.8000031
199104,-0.261541009,-0.222533807,-7.09098053,16.1,28,7.639999866,0.07,60.46580124,474.3999939,1017.200012,2415.399902,0,108352,135.1000061
199105,-0.159243509,0.198066607,-6.848091125,8,28,6.920000076,0.079999998,61.06710052,473.5,1026.699951,2432.899902,0,108250,135.6000061
199106,-0.085168794,0.303619593,-6.065747738,6.8,47,6.900000095,0.090000004,61.56110001,477.7999878,1021.299988,2441.399902,0,108338,136
199107,-0.221315965,0.159045428,-7.12313652,6.4,38,8.260000229,0.090000004,61.72299957,485.3999939,1025.199951,2455.5,0,108290,136.1999969
199108,-0.299186289,0.18231006,-8.761954308,12.1,35,8.829999924,0.100000001,61.73600006,479.7999878,1026.400024,2463,0,108302,136.6000061
199109,-0.264654458,0.106187448,-10.92405605,17.2,23,7.079999924,0.109999999,62.24639893,487.8999939,1021.599976,2475.199951,0,108333,137
199110,-0.249244034,0.076863125,-12.03868961,14.3,46,6.760000229,0.129999995,62.18249893,474.1000061,1018.400024,2483.5,0,108362,137.1999969
199111,-0.058264285,0.166701108,-12.21442699,14.4,51,4.849999905,0.140000001,62.09830093,477.2999878,1022.599976,2503.600098,0,108300,137.8000031
199112,0.029047498,0.212246269,-14.29371548,10.7,42,4.550000191,0.150000006,61.81079865,480.8999939,1021,2518.600098,0,108330,138.1999969
199201,0.158496082,0.440003395,-18.15909576,18.1,42,5.28000021,0.159999996,61.4897995,495.6000061,1040,2549.100098,0,108367,138.3000031
199202,0.324816138,0.454740614,-19.16082382,16.1,46,3.640000105,0.170000002,61.92990112,501.2999878,1038.599976,2559.699951,0,108312,138.6000061
199203,0.514123797,0.533370972,-16.9338932,11,67,2.710000038,0.180000007,62.44900131,491.7000122,1034.400024,2590.899902,0,108361,139.1000061
199204,0.457064599,0.555373847,-5.875294685,3.3,45,4.019999981,0.180000007,62.93119812,490,1043.300049,2598.199951,0,108515,139.3999939
199205,0.4493514,0.555943787,-5.097899914,4.5,48,3.880000114,0.170000002,63.13589859,501.8999939,1048.400024,2608,0,108648,139.6999969
199206,0.471356302,0.573230684,-4.191585064,3.2,44,2.200000048,0.180000007,63.17359924,511,1049.900024,2616.100098,0,108717,140.1000061
199207,0.443821132,0.529212236,-4.279872894,5.4,34,3.019999981,0.180000007,63.74079895,507.2000122,1056.199951,2641.300049,0,108799,140.5
199208,0.531325459,0.598525822,-3.778813601,4.6,36,2.289999962,0.170000002,63.39170074,511.8999939,1061.300049,2647.699951,0,108923,140.8000031
199209,0.616733968,0.691745162,-5.568640709,10,22,2.059999943,0.170000002,63.59270096,517.0999756,1065.599976,2672.5,0,108954,141.1000061
199210,0.580570996,0.645626307,-8.529374123,12.6,51,3.779999971,0.159999996,64.02819824,522.7000122,1073.900024,2688.100098,0,109135,141.6999969
199211,0.640348494,0.741650522,-11.3995676,22.2,27,2.099999905,0.150000006,64.27320099,514.0999756,1071.5,2714.899902,0,109280,142.1000061
199212,0.741670549,0.770356357,-12.94484043,16.7,47,1.200000048,0.150000006,64.3667984,532.4000244,1079,2725,0,109500,142.3000031
199301,0.785173893,0.762054682,-14.61248589,11.2,22,2.089999914,0.140000001,64.62560272,538.0999756,1078.5,2724.100098,0,109795,142.8000031
199302,0.84674561,0.90964967,-11.2443037,18.3,36,1.190000057,0.140000001,64.92900085,524.2000122,1081.400024,2749.699951,0,110044,143.1000061
199303,0.74370265,1.061150432,-13.04091167,12.9,62,1.779999971,0.140000001,64.87200165,521.2000122,1077.5,2753.800049,0,109992,143.3000031
199304,0.380416572,0.597903311,-7.799692631,14.2,31,2.049999952,0.129999995,65.06109619,543,1082.400024,2768,0,110295,143.8000031
199305,0.260255933,0.424557805,-10.0073843,9.5,48,3.940000057,0.129999995,64.81040192,552,1091.699951,2778.699951,0,110570,144.1999969
199306,0.233827814,0.333513141,-11.15383625,14.4,57,4.199999809,0.129999995,64.95529938,548.5999756,1084.900024,2806.5,0,110751,144.3000031
199307,0.277304232,0.465180397,-11.89192677,12,58,3.970000029,0.129999995,65.11979675,558.5999756,1091.900024,2818.5,0,111060,144.5
199308,0.216793835,0.330321223,-13.66403008,12.6,54,5.21999979,0.129999995,65.04940033,551.5,1090.400024,2839.199951,0,111209,144.8000031
199309,0.269575268,0.388736844,-16.78613281,18.9,47,5.809999943,0.140000001,65.38819885,559.7999878,1095.300049,2856.399902,0,111454,145
199310,0.431202918,0.505709171,-15.37609673,14.1,58,4.260000229,0.140000001,65.87020111,568.9000244,1100.199951,2863.699951,0,111734,145.6000061
199311,0.591056287,0.742743671,-13.84175014,10.1,78,4.03000021,0.140000001,66.17790222,574.2000122,1107.199951,2872.699951,0,111990,146
199312,0.624601483,0.74470979,-15.71693802,8.9,76,5.260000229,0.140000001,66.56020355,578.2999878,1108.5,2884.300049,0,112324,146.3000031
199401,0.661469638,0.789077222,-15.69676971,9.8,26,5.409999847,0.150000006,66.77220154,579.5999756,1109.900024,2895.600098,0,112598,146.3000031
199402,0.595807374,0.761802375,-16.78023148,13.8,62,5.550000191,0.150000006,66.80680084,593.2999878,1117.800049,2921.5,0,112779,146.6999969
199403,0.534278393,0.60820204,-15.59377956,8.4,61,7.980000019,0.150000006,67.48320007,593.5999756,1122.800049,2929.600098,0,113240,147.1000061
199404,0.465273559,0.45369634,-9.385454178,7.3,48,7.25,0.150000006,67.87709808,607,1126.099976,2938,0,113587,147.1999969
199405,0.571482241,0.565614045,-7.704895973,6.7,71,7.150000095,0.150000006,68.19609833,588.9000244,1124,2956.699951,0,113923,147.5
199406,0.663434148,0.724741757,-6.251991272,7.5,53,6.260000229,0.150000006,68.65260315,600.2999878,1134.199951,2974.399902,0,114237,147.8999939
199407,0.58232218,0.60354346,-5.743112564,6.5,41,8.010000229,0.140000001,68.73529816,602.0999756,1139.300049,2979.300049,0,114607,148.3999939
199408,0.612868428,0.677968383,-8.08898735,6.6,43,8.340000153,0.140000001,69.19539642,612,1155,2995.699951,0,114899,149
199409,0.618607521,0.701553464,-9.07814312,18.7,37,10.03999996,0.140000001,69.40170288,613.7999878,1154.5,3006.699951,0,115253,149.3000031
199410,0.468280852,0.488950044,-9.434391022,11,46,12.01000023,0.129999995,69.96900177,629.5999756,1161.099976,3022.199951,0,115458,149.3999939
199411,0.470423371,0.42387718,-9.553744316,11.8,44,9.739999771,0.129999995,70.43669891,635.0999756,1159.099976,3031.399902,0,115873,149.8000031
199412,0.335201979,0.354405493,-9.410411835,10.3,36,12.14000034,0.119999997,71.14129639,630.7000122,1168.800049,3042.100098,0,116176,150.1000061
199501,0.387262106,0.457451165,-7.642271996,9.2,18,10.77999973,0.119999997,71.27619934,623.5999756,1173,3054.699951,0,116504,150.5
199502,0.40268749,0.414676845,-8.290782928,20.9,37,10.31999969,0.119999997,71.19039917,613,1161,3076.699951,0,116693,150.8999939
199503,0.251518846,0.241777733,-9.035168648,22.9,29,11.64999962,0.109999999,71.28910065,627.2000122,1166.599976,3091.600098,0,116907,151.1999969
199504,0.028544068,0.115686238,-3.376824379,20.7,31,11.96000004,0.100000001,71.16230011,613.2000122,1168.400024,3108.699951,0,117065,151.8000031
199505,-0.094770171,0.049923386,-2.933389664,25.8,35,12.56999969,0.109999999,71.50440216,624.7999878,1178.5,3129.800049,0,117050,152.1000061
199506,-0.126254961,-0.046070635,-7.170487404,18.9,55,12.07999992,0.100000001,71.74299622,642.7999878,1184.099976,3150.600098,0,117286,152.3999939
