yearmo,SENT,SENT_ORTH,pdnd,ripo,nipo,cefd,s,indpro,consdur,consnon,consserv,recess,employ,cpi
196304,,,20.4355278,0.4,8,,0.129999995,26.61790085,53.20000076,142.1000061,181,0,56580,30.47999954
196305,,,18.55361557,9.2,8,,0.119999997,26.94050026,53.5,142.3999939,181.3999939,0,56616,30.51000023
196306,,,17.39700317,-0.9,10,,0.109999999,27.02120018,55,143.8999939,182.8000031,0,56659,30.61000061
196307,,,18.36606598,-1.3,6,,0.119999997,26.91360092,55.5,144.6999969,184.3000031,0,56794,30.69000053
196308,,,16.79708099,1.2,7,,0.119999997,26.9673996,54.09999847,146.5,185.6999969,0,56910,30.75
196309,,,15.60935879,3.5,8,,0.109999999,27.23620033,54.59999847,144.3000031,186.6000061,0,57078,30.71999931
196310,,,19.75947571,-1,8,,0.109999999,27.42449951,54.20000076,144,187.8999939,0,57283,30.75
196311,,,19.39611816,13.9,8,,0.119999997,27.55890083,55.59999847,145,188.8999939,0,57255,30.78000069
196312,,,23.50952721,20.4,6,,0.109999999,27.50510025,57.40000153,146.8999939,190.3000031,0,57361,30.87999916
196401,,,29.08152962,11.9,10,,0.109999999,27.74710083,57.90000153,147.1999969,191.6000061,0,57487,30.94000053
196402,,,29.88252258,15.5,4,,0.109999999,27.93530083,58.40000153,148.8999939,192.8000031,0,57753,30.90999985
196403,,,29.79045105,9.7,2,,0.109999999,27.93530083,57.59999847,149.8000031,194.3999939,0,57897,30.94000053
196404,,,28.79395866,-1.3,11,,0.189999998,28.39240074,58.20000076,149.3999939,195.3000031,0,57922,30.95000076
196405,,,28.80689621,6.8,12,,0.200000003,28.55369949,59.70000076,152.3000031,196.5,0,58089,30.97999954
196406,,,29.32348824,8.2,8,,0.209999993,28.63439941,60.59999847,152.6999969,198.1000061,0,58219,31.01000023
196407,,,31.49624825,-7.9,5,,0.219999999,28.82259941,61.59999847,154.3000031,199,0,58412,31.02000046
196408,,,30.39120293,0.7,11,,0.219999999,29.01079941,62.09999847,155.5,200.1000061,0,58619,31.04999924
196409,,,28.80067062,-4.4,8,,0.219999999,29.11829948,60.29999924,154.8000031,201.5,0,58903,31.07999992
196410,,,30.53100967,3.4,8,,0.230000004,28.71500015,61.20000076,155.8000031,202.5,0,58793,31.12000084
196411,,,32.24466324,14.5,8,,0.219999999,29.60230064,58.90000153,153.6000061,203.8000031,0,59218,31.20999908
196412,,,31.35548019,6.8,10,,0.219999999,29.95179939,58,157.8999939,205.1000061,0,59421,31.25
196501,,,28.75403214,16.7,6,,0.219999999,30.27440071,61,157.3000031,206.1000061,0,59582,31.28000069
196502,,,27.42980194,1.2,7,,0.230000004,30.46269989,65.40000153,159,207.1000061,0,59800,31.28000069
196503,,,28.02573967,34.9,13,,0.219999999,30.86599922,68.40000153,157,207.8999939,0,60003,31.30999947
196504,,,27.13820267,17.7,24,,0.150000006,31.00040054,67.30000305,160,209.6999969,0,60259,31.37999916
196505,,,24.7482338,20,13,,0.170000002,31.24239922,65.09999847,161.3000031,211.1000061,0,60491,31.47999954
196506,,,27.88600922,7.2,8,,0.159999996,31.4843998,62,161,212.3000031,0,60690,31.61000061
196507,-2.001598835,-2.146583796,26.28502274,35.3,8,19.27000046,0.140000001,31.78009987,63.5,163.8000031,213.6999969,0,60965,31.57999992
196508,-2.000490189,-2.229701281,23.19919777,28,8,19.69000053,0.140000001,31.91449928,66,163.3999939,215,0,61228,31.54999924
196509,-1.85933423,-2.112790108,21.17018509,-5.3,17,17.57999992,0.140000001,31.9951992,70.59999847,165,216.3999939,0,61490,31.62000084
196510,-1.712473035,-2.110023737,19.53551865,-4.4,11,13.59000015,0.129999995,32.31790161,69.5,170.6000061,218.3999939,0,61719,31.64999962
196511,-1.755242705,-1.945507288,14.65073395,1.5,20,13.96000004,0.140000001,32.45230103,69.09999847,169.8000031,220.1999969,0,61996,31.75
196512,-1.743117571,-1.797777414,10.09829617,0.1,11,13.89999962,0.140000001,32.85559845,68.80000305,171.1999969,221.6000061,0,62322,31.85000038
196601,-1.771990061,-1.879850507,10.41960144,-5.8,5,16.01000023,0.140000001,33.17819977,70.19999695,172.5,222.3999939,0,62529,31.87999916
196602,-1.903913975,-2.067253351,8.184049606,33.1,4,19.18000031,0.140000001,33.3932991,72.30000305,174.3000031,223.6000061,0,62796,32.08000183
196603,-1.699697375,-1.93117559,8.041402817,21,9,16,0.140000001,33.85039902,74.40000153,175.3999939,225.1999969,0,63192,32.18000031
196604,-1.736587286,-1.937156916,1.568316102,25,16,18.31999969,0.140000001,33.90420151,72.5,177.6999969,226.8000031,0,63437,32.27999878
196605,-1.633598685,-1.658434153,3.491187572,-3.6,10,17.95000076,0.129999995,34.22679901,68.69999695,176.1999969,228.1999969,0,63712,32.34999847
196606,-1.564614296,-1.503014922,0.182824969,18,13,15,0.150000006,34.38809967,68,177.8999939,229.6000061,0,64111,32.38000107
196607,-1.457162619,-1.38014245,0.255097419,8.3,8,14.68000031,0.150000006,34.57630157,69.59999847,179.6999969,231.3000031,0,64301,32.45000076
196608,-1.250204682,-1.155480981,0.70423609,0.3,5,12.97000027,0.150000006,34.60319901,72.30000305,179.1000061,231.8000031,0,64507,32.65000153
196609,-1.345909595,-1.475259066,2.475494385,-0.4,1,15.06000042,0.150000006,34.92589951,75.09999847,180.5,233.5,0,64643,32.75
196610,-1.368821144,-1.325788379,12.18819618,-9.4,5,15.93999958,0.150000006,35.1678009,73.40000153,180,234.8999939,0,64854,32.84999847
196611,-1.319124818,-1.424233198,4.7176404,-4.1,5,16.45000076,0.140000001,34.92580032,72.30000305,180.6999969,237.1000061,0,65019,32.88000107
196612,-1.179296136,-1.293684244,2.628973484,2.3,3,15.69999981,0.140000001,35.00650024,72.19999695,180.5,239.1000061,0,65199,32.91999817
196701,-1.115280271,-1.167311072,1.745487452,44.7,2,13.60000038,0.129999995,35.17160034,72.5,181.5,240.3000031,0,65407,32.90000153
196702,-1.095239282,-0.98304677,-0.488914043,7.9,4,14.97000027,0.129999995,34.77270126,69.90000153,182.6999969,240.3999939,0,65429,33
196703,-1.226852655,-1.080904126,-1.649582505,22.6,4,16.88999939,0.119999997,34.5766983,71,182.8999939,241.8999939,0,65530,33
196704,-1.107403874,-1.026306272,-5.187296867,8,12,18.23999977,0.119999997,34.90280151,74.30000305,183.6000061,243.3999939,0,65466,33.09999847
196705,-1.14302814,-1.027198434,-8.653148651,20.7,8,16.89999962,0.119999997,34.59830093,74,183.6000061,244.6999969,0,65620,33.09999847
196706,-1.020432234,-0.995193005,-13.55875778,43.3,5,16.11000061,0.090000004,34.59400177,75.19999695,184.8999939,246.6999969,0,65750,33.29999924
196707,-0.988776505,-0.896923304,-15.63618088,35.1,7,14.64999962,0.090000004,34.51520157,74.40000153,183.6999969,248.6000061,0,65888,33.40000153
196708,-0.961319149,-0.933768928,-16.936903,53.8,12,13.31999969,0.090000004,35.17649841,73.59999847,185.8000031,250.3999939,0,66143,33.5
196709,-0.890340269,-0.750553966,-18.78957367,36.7,9,11.88000011,0.100000001,35.11940002,76,187.8000031,251.6999969,0,66164,33.59999847
196710,-1.05733943,-0.874776185,-23.61812973,27.6,12,10.25,0.109999999,35.40539932,74.09999847,185.1000061,252.8999939,0,66225,33.70000076
196711,-0.682140529,-0.517513514,-21.99725151,47.7,14,7.320000172,0.109999999,35.91180038,75.09999847,187.8000031,254.5,0,66703,33.90000153
196712,-0.346648067,-0.237682313,-27.6386528,103.8,11,2.099999905,0.109999999,36.29850006,77.69999695,190.6999969,256.7999878,0,66900,34
196801,-0.206346557,-0.112041175,-23.1355114,63.9,15,0.939999998,0.119999997,36.2594986,79.69999695,191.3000031,259.8999939,0,66804,34.09999847
196802,0.039492618,0.148046926,-14.53118801,32.1,14,-3.109999895,0.129999995,36.38940048,79.5,193,261.2000122,0,67215,34.20000076
196803,-0.046259504,-0.039662253,-14.96890163,39.4,21,-0.280000001,0.140000001,36.50299835,83.40000153,196.3999939,264.6000061,0,67295,34.29999924
196804,-0.127334163,-0.130761713,-23.39507866,56,18,2.190000057,0.150000006,36.55580139,81.40000153,195.8000031,266.7999878,0,67556,34.40000153
196805,0.142128289,-0.076638922,-28.55669785,96,28,0.419999987,0.150000006,36.96590042,84,197.3000031,268.5,0,67652,34.5
196806,0.312081844,0.02910313,-27.29905319,75.6,23,0.639999986,0.150000006,37.10169983,83.80000305,200.3000031,272.2000122,0,67905,34.70000076
196807,0.535027564,0.298048526,-26.29380798,60.6,30,-0.74000001,0.159999996,37.0447998,86.90000153,202.6000061,273.7000122,0,68126,34.90000153
196808,0.655945718,0.566508532,-26.76243401,45.6,24,1.549999952,0.180000007,37.14820099,87.59999847,203.6999969,275.6000061,0,68330,35
196809,0.838774621,0.747474074,-29.12355042,67.6,29,0.310000002,0.189999998,37.28889847,88.09999847,202.1999969,277.8999939,0,68484,35.09999847
196810,1.284212351,1.217472792,-26.37607765,36.6,53,-4.070000172,0.189999998,37.36289978,88.09999847,203.5,280,0,68721,35.29999924
196811,1.355699182,1.23618412,-28.39219093,53.4,52,-3.24000001,0.200000003,37.84619904,87.5,207,282.2999878,0,68984,35.40000153
196812,2.127770662,2.066132307,-33.54266357,43.5,61,-10.90999985,0.209999993,37.96569824,87.90000153,204.5,284.2000122,0,69248,35.59999847
196901,2.06393981,2.002952814,-30.99297333,37,68,-9.420000076,0.209999993,38.19540024,90.09999847,207.3000031,286.1000061,0,69439,35.70000076
196902,1.908744335,1.759081244,-22.86772156,20.4,54,-9.909999847,0.230000004,38.43980026,90.80000305,209.3000031,288.6000061,0,69699,35.79999924
196903,1.965144157,1.915059805,-22.54950142,12,88,-8.909999847,0.239999995,38.74119949,89.09999847,209.8999939,289.7999878,0,69905,36.09999847
196904,2.337294579,2.386569977,-20.60438156,23.1,76,-8.18999958,0.25,38.59870148,90.40000153,210.8000031,292.7000122,0,70072,36.29999924
196905,2.697455168,2.757326603,-19.85876083,22.8,72,-7.199999809,0.270000011,38.45280075,90.5,213.6000061,296.2999878,0,70328,36.40000153
196906,2.753880739,2.904641867,-16.26652527,-2.5,78,-6.340000153,0.280000001,38.82849884,90.5,212.3000031,298.1000061,0,70636,36.59999847
196907,2.732181787,2.777802706,-14.19610691,-11.9,34,-5.829999924,0.289999992,39.03340149,88.59999847,214.6000061,299.5,0,70729,36.79999924
196908,2.611232758,2.55691123,-15.81152821,13.5,33,-3.319999933,0.289999992,39.12310028,90.69999695,217.3000031,301.8999939,0,71008,36.90000153
196909,2.97564292,3.019334078,-15.85311604,5.7,54,-8.159999847,0.289999992,39.11429977,92.59999847,216,304.6000061,0,70914,37.09999847
196910,2.814840794,2.744918585,-14.90644073,13.8,85,-6.809999943,0.300000012,39.12580109,91.40000153,219.1999969,307.8999939,0,71121,37.29999924
196911,2.866004467,2.896968365,-12.87761784,21.1,68,-6.300000191,0.310000002,38.75699997,90.69999695,219.3000031,310.5,0,71086,37.5
196912,3.003643274,3.019999981,-11.47716427,-4.7,71,-7.579999924,0.310000002,38.65299988,90.40000153,220.6999969,311.6000061,1,71241,37.70000076
197001,2.784478903,2.50423193,-9.66893959,8.3,76,-5.590000153,0.310000002,37.93719864,89.30000305,224.5,314.8999939,1,71176,37.90000153
197002,2.406998873,2.132889509,-6.451375008,2.7,38,-4.239999771,0.300000012,37.91220093,91,224,319,1,71305,38.09999847
197003,2.398167849,2.284549952,-2.619708776,-2.5,38,-8.090000153,0.300000012,37.86299896,88.5,225,318.7999878,1,71451,38.29999924
197004,2.271826506,2.062582016,5.877511978,-10.7,34,-9.100000381,0.289999992,37.7655983,90,224.6999969,321.3999939,1,71348,38.5
197005,1.991631389,1.77777946,8.275719643,-28.8,11,-7.449999809,0.270000011,37.72159958,91.19999695,227.1999969,324.1000061,1,71124,38.59999847
197006,1.552627087,1.322836995,9.84462738,6.4,26,-4.28000021,0.25999999,37.59960175,91.90000153,227.8000031,326.6000061,1,71029,38.79999924
197007,1.521581292,1.391892552,12.29098988,1.6,23,-6.630000114,0.25999999,37.69189835,91.40000153,228.3000031,328.7999878,1,71053,38.90000153
197008,1.299582243,1.129709005,11.7100687,-11,17,-2.099999905,0.25,37.62469864,92.30000305,229.1000061,331.3999939,1,70937,39
197009,1.21721983,1.02787745,5.145178795,3,20,-2.75999999,0.239999995,37.36539841,92.30000305,231.6999969,335,1,70944,39.20000076
197010,0.907626629,0.781429231,9.608078003,0.3,23,0.699999988,0.239999995,36.61790085,89.69999695,232.5,336.1000061,1,70521,39.40000153
197011,0.668162286,0.53950274,12.5000658,9.7,30,2.480000019,0.230000004,36.39609909,85.19999695,233.5,337.8999939,1,70409,39.59999847
197012,0.577211201,0.419056207,13.84145832,0.8,22,0.349999994,0.219999999,37.23199844,87.09999847,237.3999939,341.1000061,0,70792,39.79999924
197101,0.413929522,0.500104249,10.79839134,24.2,17,0.029999999,0.219999999,37.51839828,97.40000153,236.3000031,342.3999939,0,70865,39.90000153
197102,0.148771048,0.203996465,10.00786209,35.8,19,2.769999981,0.219999999,37.44689941,97.19999695,236.5,345.7000122,0,70807,39.90000153
197103,-0.025940979,-0.071762979,6.524357796,9.3,32,3.539999962,0.209999993,37.40629959,99.59999847,234.6000061,347.7999878,0,70860,40
197104,-0.446948349,-0.517084062,9.886971474,37.1,32,6.409999847,0.219999999,37.61640167,100.3000031,238.1000061,350.3999939,0,71036,40.09999847
197105,-0.672930241,-0.705773532,9.500703812,16.3,29,9.279999733,0.230000004,37.80730057,99.59999847,237.8000031,353.7000122,0,71247,40.29999924
197106,-0.800790191,-0.916177869,10.27953815,21,30,11.72999954,0.239999995,37.96580124,103,240.6000061,356.1000061,0,71254,40.5
197107,-0.760981143,-0.884777486,12.54020405,-2.9,32,10.44999981,0.270000011,37.85559845,101.0999985,239.1000061,358.7000122,0,71315,40.59999847
197108,-0.868778527,-0.952366948,11.36058903,41.7,31,13.01000023,0.270000011,37.63589859,102.1999969,240.3000031,362.2999878,0,71373,40.70000076
197109,-0.723320782,-0.868505836,11.94825935,8.9,37,14.27999973,0.280000001,38.24760056,107,241.8000031,364.2000122,0,71614,40.79999924
197110,-0.794762909,-1.046418309,13.69494915,12.7,35,12.75,0.289999992,38.53390121,107.1999969,241.1999969,367.3999939,0,71642,40.90000153
197111,-0.915248573,-1.169775009,15.37575245,19.4,49,12.98999977,0.289999992,38.69739914,107.3000031,244,369.7000122,0,71847,41
197112,-0.915552437,-1.154899478,13.64177513,24.3,48,13.35000038,0.289999992,39.14410019,107.4000015,245.6000061,375.3999939,0,72109,41.09999847
197201,-0.715106308,-1.065036654,9.594089508,17.8,39,11.25,0.289999992,40.08229828,110.5,243.1999969,377.7000122,0,72441,41.20000076
197202,-0.819116235,-1.118453979,9.901183128,27.8,38,15.47000027,0.300000012,40.48500061,109.3000031,246.6000061,380.2999878,0,72648,41.40000153
197203,-0.690666139,-1.154838443,10.83167934,22.1,66,16.48999977,0.310000002,40.77180099,112.3000031,251.3000031,385.6000061,0,72944,41.40000153
197204,-0.687255442,-1.111147523,14.14535141,19.7,66,17.78000069,0.300000012,41.17589951,112.9000015,252.1999969,387.5,0,73162,41.5
197205,-0.715074301,-1.078819394,15.79082584,5.8,49,20.19000053,0.310000002,41.17919922,114.5,255.3999939,388.1000061,0,73469,41.59999847
197206,-0.60656482,-0.98531723,16.20802498,10.3,66,19.15999985,0.319999993,41.28639984,114.8000031,255.3000031,391.3999939,0,73758,41.70000076
197207,-0.663429856,-1.070319772,19.05667114,0.9,32,18.31999969,0.289999992,41.24750137,116.5999985,258,395.2999878,0,73709,41.79999924
197208,-0.599241257,-1.036176801,20.57350731,20,51,20.01000023,0.289999992,41.81729889,118.3000031,259.6000061,398.5,0,74141,41.90000153
197209,-0.531492174,-0.961573243,21.86952782,10.9,32,18.20000076,0.300000012,42.13750076,117.9000015,262.7000122,400.6000061,0,74264,42.09999847
197210,-0.587759376,-1.057252765,22.87111473,-1.9,43,18.88999939,0.300000012,42.68059921,122,267.7000122,405.2000122,0,74674,42.20000076
197211,-0.536595464,-1.130049229,23.89450836,8.2,40,17.10000038,0.310000002,43.18379974,123.4000015,267.8999939,409.2000122,0,74973,42.40000153
197212,-0.411301881,-0.928701282,20.60784531,-1.4,40,16.01000023,0.310000002,43.66899872,124.8000031,268.6000061,412.7000122,0,75268,42.5
197301,-0.464453429,-0.738725662,22.94616699,0.1,31,19.23999977,0.319999993,43.98740005,129.3000031,272.5,414.7000122,0,75617,42.70000076
197302,-0.250635922,-0.516974032,25.56159973,-0.8,21,14.31999969,0.340000004,44.62749863,131.8999939,276.2000122,417.7000122,0,76014,43
197303,-0.27349025,-0.423570395,26.65181351,-4.8,9,13.30000019,0.349999994,44.64390182,134.3000031,277.6000061,420.7999878,0,76284,43.40000153
197304,-0.394162059,-0.480776608,27.44224548,9.7,8,11.93999958,0.360000014,44.57789993,132.5,279.3999939,423.8999939,0,76455,43.70000076
197305,-0.6374107,-0.858213067,30.10126495,-5.1,8,14.52000046,0.360000014,44.87260056,133.3000031,280.7000122,427.6000061,0,76648,43.90000153
197306,-0.8380481,-0.950107872,32.18968201,-5,2,16.05999947,0.340000004,44.92689896,128.1000061,284.1000061,432.1000061,0,76887,44.20000076
197307,-0.961568654,-1.155813456,28.63477707,-2.9,1,16.26000023,0.340000004,45.09209824,130.1000061,289.8999939,434.1000061,0,76913,44.20000076
197308,-1.120664358,-1.12782228,27.56507683,2.7,6,17.04000092,0.340000004,45.0304985,128.6000061,287.5,437.2000122,0,77168,45
197309,-1.204962254,-1.212334275,26.03759003,18.9,5,17.29000092,0.330000013,45.39120102,133.6999969,292.2999878,443.2000122,0,77276,45.20000076
197310,-1.357192636,-1.302561641,25.59828758,-10.3,9,18.37999916,0.319999993,45.75419998,129.3000031,293.3999939,445.5,0,77607,45.59999847
197311,-1.611758709,-1.60757947,27.88816643,1.7,5,21.95999908,0.330000013,45.96060181,129.1000061,299.1000061,448.7000122,1,77920,45.90000153
197312,-1.354143977,-1.606213689,28.31530762,,0,16.47999954,0.330000013,45.83209991,126.3000031,300.6000061,449.7999878,1,78031,46.29999924
197401,-1.238696814,-1.491365314,25.37400627,,0,11,0.300000012,45.52970123,126.6999969,305,452.7999878,1,78100,46.79999924
197402,-1.469614029,-1.706257463,24.88775253,6.2,5,13.07999992,0.289999992,45.39820099,124.8000031,309.2999878,455.6000061,1,78254,47.29999924
197403,-1.482297778,-1.720883489,24.67771149,-12.5,2,11.30000019,0.25999999,45.39070129,128.5,312.2999878,460.7000122,1,78296,47.79999924
197404,-1.758741736,-2.03441,20.3976593,,0,15.67000008,0.25999999,45.25299835,129,315.2000122,466.5,1,78382,48.09999847
197405,-1.850827456,-2.03971982,20.37796021,,0,15.39999962,0.230000004,45.61849976,132,318.6000061,471.8999939,1,78549,48.59999847
197406,-1.879949093,-1.999566555,22.50828171,0,2,14.35999966,0.230000004,45.53540039,130.8000031,320.2000122,477,1,78604,49
197407,-1.904554129,-1.999185443,20.54077148,,0,17,0.219999999,45.61959839,133.3999939,324.3999939,480.2000122,1,78636,49.29999924
197408,-2.125918627,-2.298848152,17.91809273,,0,20.62999916,0.209999993,45.14110184,140.8999939,328.7000122,485.2000122,1,78619,49.90000153
197409,-1.854799628,-1.933925867,15.30260658,,0,15.25,0.209999993,45.14749908,134.6999969,329.8999939,490.5,1,78610,50.59999847
197410,-2.184283495,-2.182751656,19.97992325,,0,22.19000053,0.200000003,45.00630188,131,331.5,496.7000122,1,78630,51
197411,-2.406596184,-2.298508644,18.31863594,,0,24.23999977,0.170000002,43.52220154,125.4000015,331.5,499.2999878,1,78265,51.5
197412,-2.058014154,-1.959854126,19.26485825,,0,16.65999985,0.159999996,41.9571991,125,329.7000122,507.1000061,1,77652,51.90000153
197501,-1.862843513,-1.787572145,19.03858948,-1.4,1,14.25,0.159999996,41.37659836,129.5,334.3999939,511.6000061,1,77293,52.29999924
197502,-2.048923969,-2.043573141,20.18606758,5,1,18.59000015,0.150000006,40.43170166,134.8000031,336.1000061,518.5,1,76918,52.59999847
197503,-2.076550961,-2.050833941,19.90122795,,0,19.44000053,0.150000006,39.9919014,131,338.1000061,521.4000244,1,76648,52.79999924
197504,-2.086478233,-2.021290064,15.48654938,,0,21.45000076,0.150000006,40.06600189,132,336.2000122,526.7999878,0,76460,53
197505,-2.098108292,-1.798825979,15.87301731,,0,22.40999985,0.170000002,39.95209885,138.1000061,348.7999878,532,0,76624,53.09999847
197506,-2.106176615,-1.88862443,15.43305397,-0.8,2,21.45999908,0.170000002,40.20489883,140,349.5,537.2999878,0,76521,53.5
197507,-1.943691611,-1.713935137,14.10644341,9.1,1,19.25,0.170000002,40.61869812,145,353.6000061,541.2000122,0,76770,54
197508,-1.95851624,-1.899344206,14.61444283,-4.1,1,21.07999992,0.180000007,41.020401,145.3999939,357.3999939,544.0999756,0,77153,54.20000076
197509,-1.983689189,-1.877366304,13.87743187,-7.1,3,21.46999931,0.180000007,41.55260086,149.8999939,356.7999878,548.0999756,0,77228,54.59999847
197510,-1.885917783,-1.827105641,16.10395241,-0.1,3,18.81999969,0.189999998,41.7303009,148,355.7000122,557.0999756,0,77540,54.90000153
197511,-1.954659343,-2.04390049,16.86375809,0,1,21.22999954,0.200000003,41.78820038,153.1999969,360.3999939,562.0999756,0,77685,55.29999924
197512,-1.99373281,-2.241033792,16.529356,-8.8,1,21.53000069,0.200000003,42.35269928,158.8999939,362.8999939,570.2999878,0,78017,55.59999847
197601,-1.832217932,-2.168853283,16.78427315,5.1,6,18.40999985,0.209999993,42.91790009,161.1999969,369.2999878,576.7000122,0,78503,55.79999924
197602,-1.905315876,-2.324978828,14.03336525,25,1,17.62999916,0.219999999,43.34690094,164.1999969,366,577.5,0,78816,55.90000153
197603,-1.895982146,-2.311149359,14.36454296,12.9,2,19.86000061,0.239999995,43.4396019,164.5,367,583.2999878,0,79048,56
197604,-1.868375063,-2.255998135,14.24871731,,0,21.73999977,0.230000004,43.65620041,167.6000061,371.2999878,586.5,0,79292,56.09999847
197605,-1.902765989,-2.270216942,15.10198021,-4.1,4,22.35000038,0.230000004,43.84199905,162.1999969,370.3999939,590.0999756,0,79312,56.40000153
197606,-1.849082351,-2.250560522,15.67346573,1.6,4,21.35000038,0.230000004,43.8891983,167.8999939,377.6000061,595,0,79376,56.70000076
197607,-1.77274096,-2.20343399,15.79534245,9.4,4,21.46999931,0.239999995,44.13280106,169.6999969,377.8999939,602,0,79547,57
197608,-1.862760663,-2.192028284,16.98756027,-0.9,2,22.63999939,0.239999995,44.43730164,168.6999969,381,608.2999878,0,79704,57.29999924
197609,-1.879769683,-2.312662363,17.99707222,-1.6,6,22.05999947,0.219999999,44.58480072,171.1999969,382.8999939,614.7000122,0,79892,57.59999847
197610,-1.880831122,-2.292784452,18.98182297,-6.2,1,20.77000046,0.209999993,44.5707016,170.8999939,387.2999878,618.5,0,79911,57.90000153
197611,-1.965613246,-2.525357723,17.75953865,-4.3,1,22.15999985,0.209999993,45.25429916,173.1999969,388.2000122,627.5,0,80240,58.09999847
197612,-1.844796181,-2.422395945,18.40210152,2.1,4,19.63999939,0.209999993,45.74219894,182.1999969,393.2000122,636,0,80448,58.40000153
197701,-1.712281704,-2.099802494,16.43255424,-0.7,4,17.45000076,0.200000003,45.4292984,177.8000031,394.5,642.7000122,0,80690,58.70000076
197702,-1.595044374,-1.920796752,16.58357048,32.8,2,17.19000053,0.209999993,46.14590073,184.1000061,397.7000122,649.5,0,80988,59.29999924
197703,-1.493769407,-1.819695473,16.30033493,32.8,3,15.23999977,0.200000003,46.73139954,189.8999939,397.1000061,651.2999878,0,81391,59.59999847
197704,-1.492179751,-1.846243262,13.65982819,90.7,5,15.40999985,0.200000003,47.18799973,188.8999939,402.1000061,656.4000244,0,81728,60
197705,-1.683759451,-1.873536468,12.59437561,-1.4,1,18.40999985,0.200000003,47.55199814,188.6000061,404.6000061,663.9000244,0,82088,60.20000076
197706,-1.661837578,-1.893335938,11.56772423,-2.9,5,17.71999931,0.200000003,47.91550064,190.1999969,404.3999939,668.9000244,0,82488,60.5
197707,-1.630837679,-1.803338885,11.61975098,11.3,3,17.19000053,0.189999998,47.97729874,191.6999969,409.7999878,678.9000244,0,82834,60.79999924
197708,-1.656849742,-1.760473847,10.8539753,17.5,2,17.04000092,0.189999998,48.02659988,194.1999969,409,682.5,0,83075,61.09999847
197709,-1.655525684,-1.744988322,10.65688419,8.8,1,16.45999908,0.200000003,48.21789932,196.1000061,410.8999939,687.5999756,0,83532,61.29999924
197710,-1.634926319,-1.818326235,10.60182381,11.5,4,15.52000046,0.200000003,48.29499817,197.1000061,418.7999878,695.5,0,83800,61.59999847
197711,-1.583753109,-1.601256967,9.143942833,12.1,2,15.23999977,0.209999993,48.38230133,200.8000031,426.5,699.7000122,0,84173,62
197712,-1.551595926,-1.534897327,8.001646042,8.2,3,14.39999962,0.219999999,48.46789932,204.1999969,425.6000061,706.2999878,0,84410,62.29999924
197801,-1.567563415,-1.45024097,6.438585281,45,3,15.48999977,0.219999999,47.76039886,191.1999969,424.2000122,714,0,84594,62.70000076
197802,-1.547549605,-1.483246446,4.878492832,-12.5,2,15.47999954,0.219999999,48.02709961,198.5,431.2000122,725.4000244,0,84948,63
197803,-1.442862153,-1.487446308,3.475112915,-15,2,14.27999973,0.219999999,48.94589996,204.6999969,437.7999878,735,0,85460,63.40000153
197804,-1.255077124,-1.265355468,1.136053801,58.1,6,16.47999954,0.209999993,49.9197998,213.5,438.7999878,744.0999756,0,86162,63.90000153
197805,-1.33115387,-1.364014149,-0.609500885,80,2,19.47999954,0.209999993,50.16019821,217,445.7000122,749.2999878,0,86509,64.5
197806,-1.352958083,-1.31785512,-2.486030102,68.5,4,20.19000053,0.219999999,50.48260117,218.1000061,449.8999939,757.7999878,0,86950,65
197807,-1.456424117,-1.338470936,-2.890469074,23.8,3,22.37999916,0.209999993,50.44639969,215.3000031,450.7000122,760.7999878,0,87204,65.5
197808,-1.428064227,-1.433245659,-4.705368519,20,4,22.84000015,0.219999999,50.65309906,221.8000031,454.2999878,770.7999878,0,87483,65.90000153
197809,-1.354550481,-1.319187999,-4.115684509,34.8,6,23.01000023,0.219999999,50.7723999,213.1000061,461.7999878,777.9000244,0,87621,66.5
197810,-1.323827267,-1.280076265,1.937193274,4.4,5,22.39999962,0.230000004,51.16490173,220.3000031,461.8999939,784.7000122,0,87956,67.09999847
197811,-1.311499119,-1.339418054,-0.029039873,-0.4,5,22.93000031,0.209999993,51.55820084,222.3000031,469.5,788.7999878,0,88391,67.5
197812,-1.274081826,-1.263352633,-0.278218448,-2.7,8,23.53000069,0.219999999,51.81529999,224.1999969,476.7999878,795.5,0,88671,67.90000153
197901,-1.102126718,-1.062746763,-1.330788255,7.6,6,22.95999908,0.219999999,51.53590012,220.5,478.8999939,802.9000244,0,88808,68.5
197902,-1.148643374,-1.058594942,-2.297855139,2.5,3,23.70999908,0.219999999,51.79940033,224,484.2999878,809.5,0,89055,69.19999695
197903,-1.198895812,-0.986845672,-5.275957584,11.3,6,24.30999947,0.219999999,51.95439911,225.3000031,490.5,815.4000244,0,89479,69.90000153
197904,-1.165271521,-0.930198908,-7.41400528,25.6,5,23.30999947,0.219999999,51.33399963,222.6999969,489.1000061,826.7000122,0,89417,70.59999847
197905,-1.084895372,-0.909171462,-7.918804169,64.6,8,24.48999977,0.209999993,51.79219818,224.3999939,499.3999939,835,0,89789,71.40000153
197906,-0.885385275,-0.655247927,-8.928106308,50.6,9,25.28000069,0.189999998,51.79610062,219.3000031,511.7000122,844.7000122,0,90108,72.19999695
197907,-0.734756887,-0.493350327,-8.931383133,22.3,5,22.98999977,0.200000003,51.71239853,226,511.2999878,848.7999878,0,90217,73
