Price,Adj Close,Close,High,Low,Open,Volume,Daily Return,Volatility
Ticker,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,,
Date,,,,,,,,
1970-01-27,87.62000274658203,87.62000274658203,88.54000091552734,86.91999816894531,0.0,9630000,-0.0062378976271432185,
1970-01-28,86.79000091552734,86.79000091552734,88.23999786376953,86.44000244140625,0.0,10510000,-0.009472743723316857,
1970-01-29,85.69000244140625,85.69000244140625,87.08999633789062,85.0199966430664,0.0,12210000,-0.012674253514430966,
1970-01-30,85.0199966430664,85.0199966430664,86.33000183105469,84.41999816894531,0.0,12320000,-0.007818949460270841,0.005692679272472053
1970-02-02,85.75,85.75,86.76000213623047,84.76000213623047,0.0,13440000,0.008586254831299378,0.006055843251870348
1970-02-03,86.7699966430664,86.7699966430664,87.54000091552734,84.63999938964844,0.0,16050000,0.011895004583864832,0.0070119965784545026
1970-02-04,86.23999786376953,86.23999786376953,87.66000366210938,85.58999633789062,0.0,11040000,-0.006108088046575144,0.007031326906069163
1970-02-05,85.9000015258789,85.9000015258789,86.62000274658203,84.94999694824219,0.0,9430000,-0.003942443718838007,0.0069654329458430355
1970-02-06,86.33000183105469,86.33000183105469,86.87999725341797,85.2300033569336,0.0,10150000,0.0050058241855355234,0.0072367156248459175
1970-02-09,87.01000213623047,87.01000213623047,87.8499984741211,86.16000366210938,0.0,10830000,0.00787675536607213,0.007580425205833558
1970-02-10,86.0999984741211,86.0999984741211,87.4000015258789,85.58000183105469,0.0,10110000,-0.010458609812290298,0.007679240313244883
1970-02-11,86.94000244140625,86.94000244140625,87.37999725341797,85.30000305175781,0.0,12260000,0.00975614381151968,0.008211421754133853
1970-02-12,86.7300033569336,86.7300033569336,87.54000091552734,85.93000030517578,0.0,10010000,-0.002415448338803361,0.008182770934258095
1970-02-13,86.54000091552734,86.54000091552734,87.30000305175781,85.70999908447266,0.0,11060000,-0.0021907348558987128,0.00807802007945061
1970-02-16,86.47000122070312,86.47000122070312,87.30000305175781,85.80000305175781,0.0,19780000,-0.0008088709739273447,0.0076115977192556545
1970-02-17,86.37000274658203,86.37000274658203,87.08000183105469,85.56999969482422,0.0,10140000,-0.001156452789515483,0.0075615163277824625
1970-02-18,87.44000244140625,87.44000244140625,88.06999969482422,86.19000244140625,0.0,11950000,0.012388556915572835,0.008190842970175813
1970-02-19,87.76000213623047,87.76000213623047,88.69999694824219,86.94000244140625,0.0,12890000,0.003659648740731214,0.008252901236081906
1970-02-20,88.02999877929688,88.02999877929688,88.73999786376953,86.87000274658203,0.0,10790000,0.0030765341441911787,0.00817228669836261
1970-02-24,87.98999786376953,87.98999786376953,88.91000366210938,87.27999877929688,0.0,10810000,-0.0004544009551520345,0.00760610725974147
1970-02-25,89.3499984741211,89.3499984741211,89.80000305175781,87.11000061035156,0.0,13210000,0.015456309164334492,0.008204299793814467
1970-02-26,88.9000015258789,88.9000015258789,89.62999725341797,87.62999725341797,0.0,11540000,-0.005036339741768647,0.007962366665975898
1970-02-27,89.5,89.5,90.33000183105469,88.41999816894531,0.0,12890000,0.006749139075621136,0.007336946227509253
1970-03-02,89.70999908447266,89.70999908447266,90.80000305175781,88.91999816894531,0.0,12270000,0.0023463584857279507,0.0069479243246516435
1970-03-03,90.2300033569336,90.2300033569336,90.66999816894531,88.95999908447266,0.0,11700000,0.005796502929080294,0.006851098272163431
1970-03-04,90.04000091552734,90.04000091552734,91.05000305175781,89.31999969482422,0.0,11850000,-0.0021057567808641098,0.006557313612089825
1970-03-05,90.0,90.0,90.98999786376953,89.37999725341797,0.0,11370000,-0.00044425716482243693,0.006312273802660112
1970-03-06,89.44000244140625,89.44000244140625,90.36000061035156,88.83999633789062,0.0,10980000,-0.0062221950954861605,0.006447315122438979
1970-03-09,88.51000213623047,88.51000213623047,89.43000030517578,87.94000244140625,0.0,9760000,-0.01039803532859962,0.006973117756781579
1970-03-10,88.75,88.75,89.41000366210938,87.88999938964844,0.0,9450000,0.002711533815129119,0.006809303040451555
1970-03-11,88.69000244140625,88.69000244140625,89.58000183105469,88.11000061035156,0.0,9180000,-0.0006760288292253502,0.006272100887815038
1970-03-12,88.33000183105469,88.33000183105469,89.08999633789062,87.68000030517578,0.0,9140000,-0.00405908896653151,0.006072746546362786
1970-03-13,87.86000061035156,87.86000061035156,89.43000030517578,87.29000091552734,0.0,9560000,-0.0053209692172551115,0.006187656887367836
1970-03-16,86.91000366210938,86.91000366210938,87.97000122070312,86.38999938964844,0.0,8910000,-0.010812621689536561,0.006678041247211681
1970-03-17,87.29000091552734,87.29000091552734,87.86000061035156,86.36000061035156,0.0,9090000,0.0043723074146369,0.006735683784401264
1970-03-18,87.54000091552734,87.54000091552734,88.27999877929688,86.93000030517578,0.0,9790000,0.0028640164666962065,0.006743838439685591
1970-03-19,87.41999816894531,87.41999816894531,88.19999694824219,86.87999725341797,0.0,8930000,-0.0013708332799520218,0.00616508865406152
1970-03-20,87.05999755859375,87.05999755859375,87.7699966430664,86.43000030517578,0.0,7910000,-0.004118057857377622,0.006167833825831188
1970-03-23,86.98999786376953,86.98999786376953,87.63999938964844,86.19000244140625,0.0,7330000,-0.0008040397058030058,0.006114102513101676
1970-03-24,87.9800033569336,87.9800033569336,88.43000030517578,86.9000015258789,0.0,8840000,0.011380681888444988,0.006673649595921385
1970-03-25,89.7699966430664,89.7699966430664,91.06999969482422,88.11000061035156,0.0,17500000,0.020345455988116212,0.007326621920750214
1970-03-26,89.91999816894531,89.91999816894531,90.6500015258789,89.18000030517578,0.0,11350000,0.0016709538987209616,0.007224228487601457
1970-03-30,89.62999725341797,89.62999725341797,90.41000366210938,88.91000366210938,0.0,9600000,-0.0032250992152210722,0.007120580177995606
1970-03-31,89.62999725341797,89.62999725341797,90.16999816894531,88.8499984741211,0.0,8370000,0.0,0.007100863374904854
1970-04-01,90.06999969482422,90.06999969482422,90.62000274658203,89.30000305175781,0.0,9810000,0.004909098012824797,0.007065283921845194
1970-04-02,89.79000091552734,89.79000091552734,90.69999694824219,89.27999877929688,0.0,10520000,-0.0031086796962981333,0.007084063700503459
1970-04-03,89.38999938964844,89.38999938964844,90.16000366210938,88.80999755859375,0.0,9920000,-0.0044548560173779395,0.007150320408434357
1970-04-06,88.76000213623047,88.76000213623047,89.61000061035156,88.1500015258789,0.0,8380000,-0.007047737529025211,0.00718849198377791
1970-04-07,88.5199966430664,88.5199966430664,89.30999755859375,87.94000244140625,0.0,8490000,-0.0027039825077482815,0.006819250906886086
1970-04-08,88.48999786376953,88.48999786376953,89.08999633789062,87.83000183105469,0.0,9070000,-0.0003388926845291351,0.006790112986121756
1970-04-09,88.52999877929688,88.52999877929688,89.31999969482422,87.95999908447266,0.0,9060000,0.00045203883481748086,0.006789979395589159
1970-04-10,88.23999786376953,88.23999786376953,89.13999938964844,87.81999969482422,0.0,10020000,-0.0032757361292899967,0.00676797213204897
1970-04-13,87.63999938964844,87.63999938964844,88.66999816894531,87.1500015258789,0.0,8810000,-0.006799620224916647,0.006836548453205196
1970-04-14,86.88999938964844,86.88999938964844,87.7300033569336,86.01000213623047,0.0,10840000,-0.00855773625311762,0.006667135054693142
1970-04-15,86.7300033569336,86.7300033569336,87.70999908447266,86.52999877929688,0.0,9410000,-0.0018413630318646623,0.006597542528154546
1970-04-16,85.87999725341797,85.87999725341797,87.12999725341797,85.51000213623047,0.0,10250000,-0.009800600376059676,0.006879503020347241
1970-04-17,85.66999816894531,85.66999816894531,86.36000061035156,84.75,0.0,10990000,-0.0024452618908799018,0.0068872807102757835
1970-04-20,85.83000183105469,85.83000183105469,86.36000061035156,84.98999786376953,0.0,8280000,0.0018676743962786624,0.00687415562812782
1970-04-21,85.37999725341797,85.37999725341797,86.54000091552734,84.98999786376953,0.0,8490000,-0.005242975277135575,0.006949318654957988
1970-04-22,84.2699966430664,84.2699966430664,85.51000213623047,83.83999633789062,0.0,10780000,-0.013000710307555452,0.0068168861562370705
1970-04-23,83.04000091552734,83.04000091552734,84.30000305175781,82.61000061035156,0.0,11050000,-0.014595891498000446,0.004984941136976707
1970-04-24,82.7699966430664,82.7699966430664,83.62000274658203,81.95999908447266,0.0,10410000,-0.0032514965014944774,0.004815235510089062
1970-04-27,81.45999908447266,81.45999908447266,83.08000183105469,81.08000183105469,0.0,10240000,-0.01582696160110919,0.005471347416101771
1970-04-28,80.2699966430664,80.2699966430664,82.16000366210938,79.86000061035156,0.0,12620000,-0.014608426893943816,0.005770341324073465
1970-04-29,81.80999755859375,81.80999755859375,83.2300033569336,79.30999755859375,0.0,15800000,0.019185261989921543,0.007687975043807221
1970-04-30,81.5199966430664,81.5199966430664,82.56999969482422,80.76000213623047,0.0,9880000,-0.003544810221020267,0.007683632693673491
1970-05-01,81.44000244140625,81.44000244140625,82.31999969482422,80.2699966430664,0.0,8290000,-0.0009812831814801637,0.007730758380010614
1970-05-04,79.37000274658203,79.37000274658203,81.27999877929688,78.8499984741211,0.0,11450000,-0.025417480756014466,0.0090186152948128
1970-05-05,78.5999984741211,78.5999984741211,79.83000183105469,78.0199966430664,0.0,10580000,-0.009701452007245814,0.009038658719392436
1970-05-06,79.47000122070312,79.47000122070312,80.91000366210938,78.2300033569336,0.0,14380000,0.011068737448747923,0.009739886057582081
1970-05-07,79.83000183105469,79.83000183105469,80.5999984741211,78.88999938964844,0.0,9530000,0.004530018935721136,0.00990822032775098
1970-05-08,79.44000244140625,79.44000244140625,80.1500015258789,78.70999908447266,0.0,6930000,-0.004885373677853577,0.009899052854179321
1970-05-11,78.5999984741211,78.5999984741211,79.72000122070312,78.29000091552734,0.0,6650000,-0.010574067742567528,0.009967050738478641
1970-05-12,77.8499984741211,77.8499984741211,79.1500015258789,77.05999755859375,0.0,10850000,-0.009541984918065016,0.009985972265891584
1970-05-13,76.52999877929688,76.52999877929688,77.75,75.91999816894531,0.0,10720000,-0.016955680419993957,0.010267991391044373
1970-05-14,75.44000244140625,75.44000244140625,76.63999938964844,74.02999877929688,0.0,13920000,-0.014242732984147022,0.010397517548588872
1970-05-15,76.9000015258789,76.9000015258789,77.41999816894531,74.58999633789062,0.0,14570000,0.01935311555174768,0.01187266441382765
1970-05-18,76.95999908447266,76.95999908447266,77.68000030517578,76.06999969482422,0.0,8280000,0.0007802023069343189,0.011840468877314325
1970-05-19,75.45999908447266,75.45999908447266,77.19999694824219,75.20999908447266,0.0,9480000,-0.019490644722508055,0.012253650591728107
1970-05-20,73.5199966430664,73.5199966430664,75.3499984741211,73.25,0.0,13020000,-0.025709017558223635,0.012941335152309597
1970-05-21,72.16000366210938,72.16000366210938,73.51000213623047,70.94000244140625,0.0,16710000,-0.018498273164506362,0.013094831619282179
1970-05-22,72.25,72.25,73.41999816894531,71.41999816894531,0.0,12170000,0.0012471775682278974,0.013199304656480745
1970-05-25,70.25,70.25,72.16000366210938,69.91999816894531,0.0,12660000,-0.02768166089965396,0.01387981130917423
1970-05-26,69.29000091552734,69.29000091552734,71.16999816894531,68.61000061035156,0.0,17030000,-0.013665467394628594,0.013855199327295398
1970-05-27,72.7699966430664,72.7699966430664,73.22000122070312,69.37000274658203,0.0,17460000,0.0502236351790728,0.018068202352475585
1970-05-28,74.61000061035156,74.61000061035156,75.44000244140625,72.58999633789062,0.0,18910000,0.025285200661892215,0.01935229603281142
1970-05-29,76.55000305175781,76.55000305175781,76.91999816894531,73.52999877929688,0.0,14630000,0.026001908933600548,0.020498291264898466
1970-06-01,77.83999633789062,77.83999633789062,78.4000015258789,75.83999633789062,0.0,15020000,0.016851642517383247,0.02023108887663911
1970-06-02,77.83999633789062,77.83999633789062,78.7300033569336,76.51000213623047,0.0,13480000,0.0,0.020121940037607308
1970-06-03,78.5199966430664,78.5199966430664,79.22000122070312,76.97000122070312,0.0,16600000,0.008735872779644271,0.020059262470842214
1970-06-04,77.36000061035156,77.36000061035156,79.41999816894531,76.98999786376953,0.0,14380000,-0.014773256269838053,0.02027223274335952
1970-06-05,76.16999816894531,76.16999816894531,77.4800033569336,75.25,0.0,12450000,-0.015382658118115566,0.020502433408098784
1970-06-08,76.29000091552734,76.29000091552734,77.37000274658203,75.30000305175781,0.0,8040000,0.00157545949148985,0.020411747300486116
1970-06-09,76.25,76.25,79.95999908447266,75.58000183105469,0.0,7050000,-0.000524327107711442,0.020319361807233195
1970-06-10,75.4800033569336,75.4800033569336,76.62000274658203,74.91999816894531,0.0,7240000,-0.010098316630379078,0.020089733672377794
1970-06-11,74.44999694824219,74.44999694824219,75.5199966430664,73.95999908447266,0.0,7770000,-0.0136460832390356,0.020068685086533943
1970-06-12,73.87999725341797,73.87999725341797,74.83999633789062,73.25,0.0,8890000,-0.007656141278561512,0.01956696757544227
1970-06-15,74.58000183105469,74.58000183105469,75.2699966430664,73.66999816894531,0.0,6920000,0.009474886351654943,0.01972376769239059
1970-06-16,76.1500015258789,76.1500015258789,76.76000213623047,74.20999908447266,0.0,11330000,0.021051215557499114,0.01984813710501642
1970-06-17,76.0,76.0,78.04000091552734,75.62999725341797,0.0,9870000,-0.001969816452701334,0.018875432808409243
1970-06-18,76.51000213623047,76.51000213623047,77.16999816894531,74.98999786376953,0.0,8870000,0.00671055442408508,0.018278960741044462
1970-06-19,77.05000305175781,77.05000305175781,78.05000305175781,76.30999755859375,0.0,10980000,0.007057912697033375,0.018294334984826632
1970-06-22,76.63999938964844,76.63999938964844,77.43000030517578,75.61000061035156,0.0,8700000,-0.0053212673052583925,0.016928522954968515
1970-06-23,74.76000213623047,74.76000213623047,76.83000183105469,74.5199966430664,0.0,10790000,-0.024530235756654917,0.017698819624827018
1970-06-24,73.97000122070312,73.97000122070312,75.41999816894531,73.4000015258789,0.0,12630000,-0.010567160151865318,0.014210524352477267
1970-06-25,74.0199966430664,74.0199966430664,74.93000030517578,73.30000305175781,0.0,8200000,0.0006758878131434276,0.013003339782867962
1970-06-26,73.47000122070312,73.47000122070312,74.68000030517578,73.08999633789062,0.0,9160000,-0.007430362703411464,0.011504460251317628
1970-06-29,72.88999938964844,72.88999938964844,73.86000061035156,72.33999633789062,0.0,8770000,-0.007894403449271281,0.01067219533872903
1970-06-30,72.72000122070312,72.72000122070312,73.88999938964844,72.25,0.0,9280000,-0.0023322564188339445,0.010647808902807691
1970-07-01,72.94000244140625,72.94000244140625,73.66000366210938,72.11000061035156,0.0,8610000,0.003025319265815618,0.01038008089800006
1970-07-02,72.91999816894531,72.91999816894531,73.91999816894531,72.43000030517578,0.0,8440000,-0.0002742565367612748,0.01006214411523102
1970-07-06,71.77999877929688,71.77999877929688,73.12000274658203,71.37999725341797,0.0,9340000,-0.015633563059165523,0.010078665482437207
1970-07-07,71.2300033569336,71.2300033569336,72.31999969482422,70.69000244140625,0.0,10470000,-0.00766223783388964,0.010073700318147999
1970-07-08,73.0,73.0,73.30000305175781,70.98999786376953,0.0,10970000,0.02484903214445966,0.011886529100570318
1970-07-09,74.05999755859375,74.05999755859375,74.7699966430664,72.87999725341797,0.0,12820000,0.014520514501284332,0.012283681302389021
1970-07-10,74.44999694824219,74.44999694824219,75.20999908447266,73.48999786376953,0.0,10160000,0.005265992472385461,0.011973028476210483
1970-07-13,74.55000305175781,74.55000305175781,75.37000274658203,73.83000183105469,0.0,7450000,0.0013432653809932749,0.01183578345830225
1970-07-14,74.41999816894531,74.41999816894531,75.04000091552734,73.77999877929688,0.0,7360000,-0.0017438615357566745,0.011653383791989992
1970-07-15,75.2300033569336,75.2300033569336,75.68000030517578,74.05999755859375,0.0,8860000,0.010884240901880116,0.010880925596600576
1970-07-16,76.33999633789062,76.33999633789062,77.08999633789062,75.12000274658203,0.0,12200000,0.01475465813407717,0.01139661129527232
1970-07-17,77.69000244140625,77.69000244140625,78.2300033569336,76.37000274658203,0.0,13870000,0.017684125861629818,0.011971887119225024
1970-07-20,77.79000091552734,77.79000091552734,78.72000122070312,77.04000091552734,0.0,11660000,0.001287147264495303,0.011883189617628772
1970-07-21,76.9800033569336,76.9800033569336,77.94000244140625,76.38999938964844,0.0,9940000,-0.01041261793367676,0.012068563371504219
1970-07-22,77.02999877929688,77.02999877929688,78.19999694824219,76.22000122070312,0.0,12460000,0.0006494598620820913,0.010562384183757103
1970-07-23,78.0,78.0,78.51000213623047,76.45999908447266,0.0,12460000,0.012592512476630402,0.01043282742823321
1970-07-24,77.81999969482422,77.81999969482422,78.4800033569336,76.95999908447266,0.0,9520000,-0.0023076962202023266,0.01048460804791579
1970-07-27,77.6500015258789,77.6500015258789,78.2699966430664,77.06999969482422,0.0,7460000,-0.002184504878077198,0.010285294803573845
1970-07-28,77.7699966430664,77.7699966430664,78.3499984741211,76.95999908447266,0.0,9040000,0.0015453330950354616,0.009979766732070532
1970-07-29,78.04000091552734,78.04000091552734,78.80999755859375,77.27999877929688,0.0,12580000,0.0034718308359991124,0.009891593154537328
1970-07-30,78.06999969482422,78.06999969482422,78.66000366210938,77.36000061035156,0.0,10430000,0.00038440260052463593,0.009917020408384925
1970-07-31,78.05000305175781,78.05000305175781,79.02999877929688,77.44000244140625,0.0,11640000,-0.0002561373529470501,0.009916663031097632
1970-08-03,77.0199966430664,77.0199966430664,78.23999786376953,76.55999755859375,0.0,7650000,-0.013196750396132217,0.00968202662577499
1970-08-04,77.19000244140625,77.19000244140625,77.55999755859375,76.12000274658203,0.0,8310000,0.002207294283946837,0.009324124781894087
1970-08-05,77.18000030517578,77.18000030517578,77.86000061035156,76.58999633789062,0.0,7660000,-0.00012957813076974745,0.007968240322537287
1970-08-06,77.08000183105469,77.08000183105469,77.68000030517578,76.38999938964844,0.0,7560000,-0.0012956526784878575,0.007517801243318476
1970-08-07,77.27999877929688,77.27999877929688,78.08999633789062,76.45999908447266,0.0,9370000,0.0025946671444110336,0.007480869198392884
1970-08-10,76.19999694824219,76.19999694824219,77.4000015258789,75.72000122070312,0.0,7580000,-0.0139751791940248,0.008281518534482462
1970-08-11,75.81999969482422,75.81999969482422,76.33000183105469,75.16000366210938,0.0,7330000,-0.0049868407957558425,0.008371955798907267
1970-08-12,75.41999816894531,75.41999816894531,76.23999786376953,75.04000091552734,0.0,7440000,-0.00527567300829479,0.008140923482727526
1970-08-13,74.76000213623047,74.76000213623047,75.69000244140625,74.12999725341797,0.0,8640000,-0.008750942041080623,0.007601515093572255
1970-08-14,75.18000030517578,75.18000030517578,75.73999786376953,74.38999938964844,0.0,7850000,0.005617952875121235,0.006427206196267636
1970-08-17,75.33000183105469,75.33000183105469,75.79000091552734,74.5199966430664,0.0,6940000,0.0019952317806599673,0.006445991907388313
1970-08-18,76.19999694824219,76.19999694824219,76.79000091552734,75.30000305175781,0.0,9500000,0.011549118492505395,0.006727618105728438
1970-08-19,76.95999908447266,76.95999908447266,77.58000183105469,76.01000213623047,0.0,9870000,0.009973781714803565,0.007122077328920354
1970-08-20,77.83999633789062,77.83999633789062,77.98999786376953,76.30000305175781,0.0,10170000,0.011434475882101669,0.007018078577516892
1970-08-21,79.23999786376953,79.23999786376953,79.5999984741211,77.45999908447266,0.0,13420000,0.017985631959715587,0.008067471621027233
1970-08-24,80.98999786376953,80.98999786376953,81.62000274658203,79.41000366210938,0.0,18910000,0.02208480624909437,0.009303961669422683
1970-08-25,81.12000274658203,81.12000274658203,81.80999755859375,79.69000244140625,0.0,17520000,0.0016051967680155155,0.00930376690702662
1970-08-26,81.20999908447266,81.20999908447266,82.26000213623047,80.5999984741211,0.0,15970000,0.001109422273711802,0.009301123029179363
1970-08-27,81.08000183105469,81.08000183105469,81.91000366210938,80.12999725341797,0.0,12440000,-0.0016007542775952066,0.009330197662285995
1970-08-28,81.86000061035156,81.86000061035156,82.47000122070312,80.69000244140625,0.0,13820000,0.00962011299558374,0.009468484701543904
1970-08-31,81.5199966430664,81.5199966430664,82.33000183105469,80.94999694824219,0.0,10740000,-0.004153481123260083,0.008880730660252986
1970-09-01,80.94999694824219,80.94999694824219,81.80000305175781,80.43000030517578,0.0,10960000,-0.006992145710210784,0.009151543529895199
1970-09-02,80.95999908447266,80.95999908447266,81.3499984741211,79.94999694824219,0.0,9710000,0.0001235594392532402,0.009148005420567842
1970-09-03,82.08999633789062,82.08999633789062,82.62999725341797,80.87999725341797,0.0,14110000,0.013957476114086154,0.009451557504515776
1970-09-04,82.83000183105469,82.83000183105469,83.41999816894531,81.79000091552734,0.0,15360000,0.00901456360307451,0.00953868156380553
1970-09-08,83.04000091552734,83.04000091552734,83.69000244140625,81.4800033569336,0.0,17110000,0.0025353021831506783,0.008614877453348308
1970-09-09,82.79000091552734,82.79000091552734,83.77999877929688,81.9000015258789,0.0,16250000,-0.0030105972693125205,0.00851297138224895
1970-09-10,82.30000305175781,82.30000305175781,82.9800033569336,81.62000274658203,0.0,11900000,-0.005918563333143223,0.008552713639595722
1970-09-11,82.5199966430664,82.5199966430664,83.19000244140625,81.80999755859375,0.0,12140000,0.0026730690540830437,0.007990563882128574
1970-09-14,82.06999969482422,82.06999969482422,83.12999725341797,81.43000030517578,0.0,11900000,-0.005453186700777657,0.00832072115880918
1970-09-15,81.36000061035156,81.36000061035156,82.11000061035156,80.75,0.0,9830000,-0.008651140332798568,0.008810589251807617
1970-09-16,81.79000091552734,81.79000091552734,82.56999969482422,80.61000061035156,0.0,12090000,0.005285156120329093,0.008633715902983213
1970-09-17,82.29000091552734,82.29000091552734,83.08999633789062,81.51000213623047,0.0,15530000,0.006113216706237656,0.008525751263879134
1970-09-18,82.62000274658203,82.62000274658203,83.5,81.7699966430664,0.0,15900000,0.004010230008302473,0.00831601896394773
1970-09-21,81.91000366210938,81.91000366210938,83.1500015258789,81.5199966430664,0.0,12540000,-0.008593549514279486,0.007911962564611713
1970-09-22,81.86000061035156,81.86000061035156,82.23999786376953,80.81999969482422,0.0,12110000,-0.000610463307559872,0.006294861649568119
1970-09-23,81.91000366210938,81.91000366210938,83.1500015258789,81.5199966430664,0.0,16940000,0.0006108362006473911,0.006290040207119297
1970-09-24,81.66000366210938,81.66000366210938,82.23999786376953,80.81999969482422,0.0,21340000,-0.0030521302505526204,0.006337592765475142
1970-09-25,82.83000183105469,82.83000183105469,83.5999984741211,81.41000366210938,0.0,20470000,0.014327677154981622,0.0070478103856250985
1970-09-28,83.91000366210938,83.91000366210938,84.55999755859375,82.61000061035156,0.0,14390000,0.013038775892550758,0.007302396004933395
1970-09-29,83.86000061035156,83.86000061035156,84.56999969482422,83.11000061035156,0.0,17880000,-0.0005959128777918155,0.007206214989099301
1970-09-30,84.30000305175781,84.30000305175781,84.98999786376953,82.77999877929688,0.0,14830000,0.00524686904607452,0.006968152185348934
1970-10-01,84.31999969482422,84.31999969482422,84.69999694824219,83.45999908447266,0.0,9700000,0.00023720809421723388,0.006966542472494054
1970-10-02,85.16000366210938,85.16000366210938,85.55999755859375,84.05999755859375,0.0,15420000,0.009962096422264644,0.006657811218967657
1970-10-05,86.47000122070312,86.47000122070312,86.98999786376953,85.01000213623047,0.0,19760000,0.015382779500473509,0.007152004066615117
1970-10-06,86.8499984741211,86.8499984741211,87.75,86.04000091552734,0.0,20240000,0.004394555892835994,0.007168971321496402
1970-10-07,86.88999938964844,86.88999938964844,87.47000122070312,85.55000305175781,0.0,15610000,0.000460574740703823,0.007075817876158929
1970-10-08,85.94999694824219,85.94999694824219,87.37000274658203,85.55000305175781,0.0,14500000,-0.010818304154784464,0.007455223584785671
1970-10-09,85.08000183105469,85.08000183105469,86.25,84.54000091552734,0.0,13980000,-0.010122107598344643,0.007945243669717852
1970-10-12,84.16999816894531,84.16999816894531,85.05000305175781,83.58000183105469,0.0,8570000,-0.01069585851580479,0.008268659860947868
1970-10-13,84.05999755859375,84.05999755859375,84.69999694824219,83.23999786376953,0.0,9500000,-0.0013068862153325922,0.007960986371720132
1970-10-14,84.19000244140625,84.19000244140625,84.83000183105469,83.41999816894531,0.0,9920000,0.0015465725266274877,0.007915238419907869
1970-10-15,84.6500015258789,84.6500015258789,85.27999877929688,83.81999969482422,0.0,11250000,0.0054638207760215884,0.007896527839065368
1970-10-16,84.27999877929688,84.27999877929688,85.20999908447266,83.83000183105469,0.0,11300000,-0.0043709715287945095,0.007975190815970847
1970-10-19,83.1500015258789,83.1500015258789,84.29000091552734,82.80999755859375,0.0,9890000,-0.013407656262277357,0.0083448650478833
1970-10-20,83.63999938964844,83.63999938964844,84.19000244140625,82.62000274658203,0.0,10630000,0.005892938722521057,0.00841406476878819
1970-10-21,83.66000366210938,83.66000366210938,84.72000122070312,83.20999908447266,0.0,11330000,0.00023917112155569242,0.008415634929423462
1970-10-22,83.37999725341797,83.37999725341797,84.04000091552734,82.7699966430664,0.0,9000000,-0.0033469566870008016,0.008423529057614985
1970-10-23,83.7699966430664,83.7699966430664,84.30000305175781,82.91000366210938,0.0,10270000,0.004677373500782345,0.007883612624799714
1970-10-26,83.30999755859375,83.30999755859375,84.26000213623047,82.88999938964844,0.0,9200000,-0.005491215266877125,0.007419254566870444
1970-10-27,83.12000274658203,83.12000274658203,83.7300033569336,82.5199966430664,0.0,9680000,-0.002280576372338694,0.007431953831523333
1970-10-28,83.43000030517578,83.43000030517578,83.80999755859375,82.29000091552734,0.0,10660000,0.0037295181466592275,0.0073786477862414395
1970-10-29,83.36000061035156,83.36000061035156,84.0999984741211,82.81999969482422,0.0,10440000,-0.0008390230680590527,0.00737696874115127
1970-10-30,83.25,83.25,83.80000305175781,82.5199966430664,0.0,10520000,-0.001319585047338645,0.006950110787219497
1970-11-02,83.51000213623047,83.51000213623047,83.98999786376953,82.66000366210938,0.0,9470000,0.0031231487835492455,0.005876604348039643
1970-11-03,84.22000122070312,84.22000122070312,84.7699966430664,83.20999908447266,0.0,11760000,0.008501964630708958,0.006166299221265532
