Date,Close/Last,Open,High,Low,RSI
2015-01-20,2022.55,2020.76,2028.94,2004.49,67.65800160494116
2015-01-21,2032.12,2020.19,2038.29,2012.04,61.24771611596632
2015-01-22,2063.15,2034.3,2064.62,2026.38,61.34217576529493
2015-01-23,2051.82,2062.98,2062.98,2050.54,60.51822002686429
2015-01-26,2057.09,2050.42,2057.62,2040.97,60.164378770656654
2015-01-27,2029.55,2047.86,2047.86,2019.91,64.98252903956939
2015-01-28,2002.16,2032.34,2042.49,2001.49,62.2691427117782
2015-01-29,2021.25,2002.45,2024.64,1989.18,60.35708558293688
2015-01-30,1994.99,2019.35,2023.32,1993.38,60.50262565641406
2015-02-02,2020.85,1996.67,2021.66,1980.9,65.53272076874516
2015-02-03,2050.03,2022.71,2050.3,2022.71,57.89013475979835
2015-02-04,2041.51,2048.86,2054.74,2036.72,67.59844868735082
2015-02-05,2062.52,2043.45,2063.55,2043.45,62.69492340454756
2015-02-06,2055.47,2062.28,2072.4,2049.97,68.24567030147536
2015-02-09,2046.74,2053.47,2056.16,2041.88,71.92320780399282
2015-02-10,2068.59,2049.38,2070.86,2048.62,87.33497426717389
2015-02-11,2068.53,2068.55,2073.48,2057.99,87.34063967792446
2015-02-12,2088.48,2069.98,2088.53,2069.98,90.78211614340007
2015-02-13,2096.99,2088.78,2097.03,2086.7,72.56232087259536
2015-02-16,2096.99,0.0,0.0,0.0,71.67705405515508
2015-02-17,2100.34,2096.47,2101.3,2089.8,69.53118563071595
2015-02-18,2099.68,2099.16,2100.23,2092.15,54.59732056441347
2015-02-19,2097.45,2099.25,2102.13,2090.79,59.59197830611091
2015-02-20,2110.3,2097.65,2110.61,2085.44,52.41875649206114
2015-02-23,2109.66,2109.83,2110.05,2103.0,50.78897235900936
2015-02-24,2115.48,2109.1,2117.94,2105.87,51.44088386032737
2015-02-25,2113.86,2115.3,2119.59,2109.89,49.25251048573772
2015-02-26,2110.74,2113.91,2113.91,2103.76,52.064770672365604
2015-02-27,2104.5,2110.88,2112.74,2103.75,44.592141097133926
2015-03-02,2117.39,2105.23,2117.52,2104.5,41.27147766323028
2015-03-03,2107.78,2115.76,2115.76,2098.26,37.93655259733408
2015-03-04,2098.53,2107.72,2107.72,2087.62,36.98016177704764
2015-03-05,2101.04,2098.54,2104.25,2095.22,45.818892179721416
2015-03-06,2071.26,2100.91,2100.91,2067.27,55.92415330093893
2015-03-09,2079.43,2072.25,2083.49,2072.21,58.44745593020348
2015-03-10,2044.16,2076.14,2076.14,2044.16,78.68505972712346
2015-03-11,2040.24,2044.69,2050.08,2039.69,76.1557948068398
2015-03-12,2065.95,2041.1,2066.41,2041.1,77.37844400296996
2015-03-13,2053.4,2064.56,2064.56,2041.17,86.46581810716489
2015-03-16,2081.19,2055.35,2081.41,2055.35,80.58075930464712
2015-03-17,2074.28,2080.59,2080.59,2065.08,84.3762461274194
2015-03-18,2099.5,2072.84,2106.85,2061.23,64.97300475757736
2015-03-19,2089.27,2098.69,2098.69,2085.56,60.910309575414374
2015-03-20,2108.1,2090.32,2113.92,2090.32,54.40076228119705
2015-03-23,2104.42,2107.99,2114.86,2104.42,59.288935024491536
2015-03-24,2091.5,2103.94,2107.63,2091.5,55.05117439387021
2015-03-25,2061.05,2093.1,2097.43,2061.05,54.71884396176457
2015-03-26,2056.15,2059.94,2067.15,2045.5,53.24320253941774
2015-03-27,2061.02,2055.78,2062.83,2052.96,50.41938597297547
2015-03-30,2086.24,2064.11,2088.97,2064.11,38.373180472884535
2015-03-31,2067.89,2084.05,2084.05,2067.04,37.995050854109216
2015-04-01,2059.69,2067.63,2067.63,2048.38,40.24624694029775
2015-04-02,2066.96,2060.03,2072.17,2057.32,30.205238220886343
2015-04-03,2066.96,0.0,0.0,0.0,30.096476989552116
2015-04-06,2080.62,2064.87,2086.99,2056.52,23.286484084217562
2015-04-07,2076.33,2080.79,2089.81,2076.1,31.65377674658417
2015-04-08,2081.9,2076.94,2086.69,2073.3,37.804930952208785
2015-04-09,2091.18,2081.29,2093.31,2074.29,45.18817453690821
2015-04-10,2102.06,2091.51,2102.61,2091.51,33.82056534207288
2015-04-13,2092.43,2102.03,2107.65,2092.33,41.13860767404077
2015-04-14,2095.84,2092.28,2098.62,2083.24,41.1100864373134
2015-04-15,2106.63,2097.82,2111.91,2097.82,35.65707454529934
2015-04-16,2104.99,2105.96,2111.3,2100.02,40.65259182388862
2015-04-17,2081.18,2102.58,2102.58,2072.37,54.79567332361812
2015-04-20,2100.4,2084.11,2103.94,2084.11,58.71482652304569
2015-04-21,2097.29,2102.82,2109.64,2094.38,54.759868280374675
2015-04-22,2107.96,2098.27,2109.98,2091.05,56.85077476357504
2015-04-23,2112.93,2107.21,2120.49,2103.19,63.40255009107478
2015-04-24,2117.69,2112.8,2120.92,2112.8,78.98189912717469
2015-04-27,2108.92,2119.29,2125.92,2107.04,78.04631810811637
2015-04-28,2114.76,2108.35,2116.09,2094.89,72.99466056445462
2015-04-29,2106.85,2112.49,2113.65,2097.41,68.22809257258824
2015-04-30,2085.51,2105.52,2105.52,2077.59,77.20201496407138
2015-05-01,2108.29,2087.38,2108.41,2087.38,72.86753361251925
2015-05-04,2114.49,2110.23,2120.95,2110.23,76.71647437109888
2015-05-05,2089.46,2112.63,2115.24,2088.46,75.58179657248021
2015-05-06,2080.15,2091.26,2098.42,2067.93,73.829970826314
2015-05-07,2088.0,2079.96,2092.9,2074.99,75.6042440724711
2015-05-08,2116.1,2092.13,2117.66,2092.13,73.64697120158897
2015-05-11,2105.33,2115.56,2117.69,2104.58,73.55835097770587
2015-05-12,2099.12,2102.87,2105.06,2085.57,78.9396302071732
2015-05-13,2098.48,2099.62,2110.19,2096.04,78.08206755837696
2015-05-14,2121.1,2100.43,2121.45,2100.43,82.3987765802507
2015-05-15,2122.73,2122.07,2123.89,2116.79,81.4895653838792
2015-05-18,2129.2,2121.3,2131.78,2120.01,87.37864077669924
2015-05-19,2127.83,2129.45,2133.02,2124.5,91.88074849349854
2015-05-20,2125.85,2127.79,2134.72,2122.59,86.51204459486371
2015-05-21,2130.82,2125.55,2134.28,2122.95,75.59004499954082
2015-05-22,2126.06,2130.36,2132.15,2126.06,72.1539321134237
2015-05-25,2126.06,0.0,0.0,0.0,75.83307380878222
2015-05-26,2104.2,2125.34,2125.34,2099.18,66.40292323627565
2015-05-27,2123.48,2105.13,2126.22,2105.13,58.52332015810275
2015-05-28,2120.79,2122.27,2122.27,2112.86,58.35873015873013
2015-05-29,2107.39,2120.66,2120.66,2104.89,57.14239038097095
2015-06-01,2111.73,2108.64,2119.15,2102.54,59.119702213805226
2015-06-02,2109.6,2110.41,2117.59,2099.14,57.25398431570963
2015-06-03,2114.07,2110.64,2121.92,2109.61,57.0884388292807
2015-06-04,2095.84,2112.35,2112.89,2093.23,59.32478786784616
2015-06-05,2092.83,2095.09,2100.99,2085.67,58.36562814683716
2015-06-08,2079.28,2092.34,2093.01,2079.11,53.63599293190155
2015-06-09,2080.15,2079.07,2085.62,2072.14,63.705829472374006
2015-06-10,2105.2,2081.12,2108.5,2081.12,73.65286216821256
2015-06-11,2108.86,2106.24,2115.02,2106.24,74.23377638780322
2015-06-12,2094.11,2107.43,2107.43,2091.33,75.75679552727428
2015-06-15,2084.43,2091.34,2091.34,2072.49,90.9750582199875
2015-06-16,2096.29,2084.26,2097.4,2082.1,96.23436069575853
2015-06-17,2100.44,2097.4,2106.79,2088.86,91.06475340648778
2015-06-18,2121.24,2101.58,2126.65,2101.58,72.96607256837055
2015-06-19,2109.99,2121.06,2121.64,2109.45,73.6163687766545
2015-06-22,2122.85,2112.5,2129.87,2112.5,78.3628540852207
2015-06-23,2124.2,2123.16,2128.03,2119.89,70.85865446486027
2015-06-24,2108.58,2123.65,2125.1,2108.58,69.07670131249527
2015-06-25,2102.31,2109.96,2116.04,2101.78,73.35065621421654
2015-06-26,2101.49,2102.62,2108.92,2095.38,75.24596535007882
2015-06-29,2057.64,2098.63,2098.63,2056.64,67.43290479293799
2015-06-30,2063.11,2061.19,2074.28,2056.32,65.99153508687164
2015-07-01,2077.42,2067.0,2082.78,2067.0,61.982322530435255
2015-07-02,2076.78,2078.03,2085.06,2071.02,56.63508539013942
2015-07-03,2076.78,0.0,0.0,0.0,44.02076222406237
2015-07-06,2068.76,2073.95,2078.61,2058.4,32.79235003904988
2015-07-07,2081.34,2069.52,2083.74,2044.02,38.559578091523356
2015-07-08,2046.68,2077.66,2077.66,2044.66,40.89690801740215
2015-07-09,2051.31,2049.73,2074.28,2049.73,39.8822576502894
2015-07-10,2076.62,2052.74,2081.31,2052.74,32.92597459483136
2015-07-13,2099.6,2080.03,2100.67,2080.03,42.29593084889506
2015-07-14,2108.95,2099.72,2111.98,2098.18,37.27335115220693
2015-07-15,2107.4,2109.01,2114.14,2102.49,30.45750325357892
2015-07-16,2124.29,2110.55,2124.42,2110.55,22.012387660917994
2015-07-17,2126.64,2126.8,2128.91,2119.88,23.603846070366473
2015-07-20,2128.28,2126.85,2132.82,2123.65,25.16136114160261
2015-07-21,2119.21,2127.55,2128.49,2115.4,33.853271365208684
2015-07-22,2114.15,2118.21,2118.51,2110.0,33.55419532613952
2015-07-23,2102.15,2114.16,2116.87,2098.63,37.11407366045456
2015-07-24,2079.65,2102.24,2106.01,2077.09,44.12602694254661
2015-07-27,2067.64,2078.19,2078.19,2063.52,40.59117647058825
2015-07-28,2093.25,2070.75,2095.6,2069.09,54.66096663104142
2015-07-29,2108.57,2094.7,2110.6,2094.08,57.38958176390173
2015-07-30,2108.63,2106.78,2110.48,2094.97,61.22071040921837
2015-07-31,2103.84,2111.6,2114.24,2102.07,49.55211614847288
2015-08-03,2098.04,2104.49,2105.7,2087.31,57.316223067173546
2015-08-04,2093.32,2097.68,2102.51,2088.6,54.773665124421655
2015-08-05,2099.84,2095.27,2112.66,2095.27,68.54532056005903
2015-08-06,2083.56,2100.75,2103.32,2075.53,69.5353148735124
2015-08-07,2077.57,2082.61,2082.61,2067.91,62.57902437677719
2015-08-10,2104.18,2080.98,2105.35,2080.98,63.35694204152246
2015-08-11,2084.07,2102.66,2102.66,2076.49,68.29217135965598
2015-08-12,2086.05,2081.1,2089.06,2052.09,62.356067316209085
2015-08-13,2083.39,2086.19,2092.93,2078.26,62.538714556673256
2015-08-14,2091.54,2083.15,2092.45,2080.61,64.57164914511469
2015-08-17,2102.44,2089.7,2102.87,2079.3,62.921508519284195
2015-08-18,2096.92,2101.99,2103.47,2094.14,58.90188434048078
2015-08-19,2079.61,2095.69,2096.17,2070.53,56.316740158316975
2015-08-20,2035.73,2076.61,2076.61,2035.73,58.51134293757229
2015-08-21,1970.89,2034.08,2034.08,1970.89,61.20590929912966
2015-08-24,1893.21,1965.15,1965.15,1867.01,71.7602069508491
2015-08-25,1867.61,1898.08,1948.04,1867.08,68.0973799903432
2015-08-26,1940.51,1872.75,1943.09,1872.75,64.1352735627782
2015-08-27,1987.66,1942.77,1989.6,1942.77,65.62905635424065
2015-08-28,1988.87,1986.06,1993.48,1975.19,63.53100150719819
2015-08-31,1972.18,1986.73,1986.73,1965.98,65.44711443765999
2015-09-01,1913.85,1970.09,1970.09,1903.07,62.911509241947286
2015-09-02,1948.86,1916.52,1948.91,1916.52,63.11465678942001
2015-09-03,1951.13,1950.79,1975.01,1944.72,62.022686158509835
2015-09-04,1921.22,1947.76,1947.76,1911.21,59.69122989102232
2015-09-07,1921.22,0.0,0.0,0.0,64.83329743184711
2015-09-08,1969.41,1927.3,1970.42,1927.3,65.0649103618812
2015-09-09,1942.04,1971.45,1988.63,1937.88,65.60619500851112
2015-09-10,1952.29,1941.59,1965.29,1937.19,69.33042585941524
2015-09-11,1961.05,1951.45,1961.05,1939.19,66.09071784811042
2015-09-14,1953.03,1963.06,1963.06,1948.27,55.0937311026003
2015-09-15,1978.09,1955.1,1983.19,1954.3,58.277185501066064
2015-09-16,1995.31,1978.02,1997.26,1977.93,64.40016604400164
2015-09-17,1990.2,1995.33,2020.86,1986.73,61.67631832938497
2015-09-18,1958.03,1989.66,1989.66,1953.45,59.74794949774217
2015-09-21,1966.97,1960.84,1979.64,1955.8,71.28777212173733
2015-09-22,1942.74,1961.39,1961.39,1929.22,73.25992817912972
2015-09-23,1938.76,1943.24,1949.52,1932.57,71.9193655723159
2015-09-24,1932.24,1934.81,1937.17,1908.92,75.69481111697797
2015-09-25,1931.34,1935.93,1952.89,1921.5,75.74719800747201
2015-09-28,1881.77,1929.18,1929.18,1879.21,70.42341364255864
2015-09-29,1884.09,1881.9,1899.48,1871.91,70.09150266691186
2015-09-30,1920.03,1887.14,1920.53,1887.14,66.30927407867813
2015-10-01,1923.82,1919.65,1927.21,1900.7,59.458637469586336
2015-10-02,1951.36,1921.77,1951.36,1893.7,80.47245233874771
2015-10-05,1987.05,1954.33,1989.17,1954.33,79.30198566896024
2015-10-06,1979.92,1986.63,1991.62,1971.99,81.26190091980004
2015-10-07,1995.83,1982.34,1999.31,1976.44,82.59310957426558
2015-10-08,2013.43,1994.01,2016.5,1987.53,76.7776542160005
2015-10-09,2014.89,2013.73,2020.13,2007.61,67.91736558665144
2015-10-12,2017.46,2015.65,2018.66,2010.55,61.4280852994556
2015-10-13,2003.69,2015.0,2022.34,2001.78,57.94003487652585
2015-10-14,1994.24,2003.66,2009.56,1990.73,49.892775767323364
2015-10-15,2023.86,1996.47,2024.15,1996.47,43.257190559307894
2015-10-16,2033.11,2024.37,2033.54,2020.46,52.20911674257454
2015-10-19,2033.66,2031.73,2034.45,2022.31,57.50850477887574
2015-10-20,2030.77,2033.13,2039.12,2026.61,64.03523806259204
2015-10-21,2018.94,2033.47,2037.97,2017.22,52.10297316896301
2015-10-22,2052.51,2021.88,2055.2,2021.88,52.217584863661614
2015-10-23,2075.15,2058.19,2079.74,2058.19,55.93342787573922
2015-10-26,2071.18,2075.08,2075.14,2066.53,46.375775691217974
2015-10-27,2065.89,2068.75,2070.37,2058.84,47.046745163463726
2015-10-28,2090.35,2066.48,2090.35,2063.11,58.512327622231574
2015-10-29,2089.41,2088.35,2092.52,2082.63,67.59110435722842
2015-10-30,2079.36,2090.0,2094.32,2079.34,74.82446138150385
2015-11-02,2104.05,2080.76,2106.2,2080.76,79.2095001772421
2015-11-03,2109.79,2102.63,2116.48,2097.51,81.13136729222518
2015-11-04,2102.31,2110.6,2114.59,2096.98,77.02663993125174
2015-11-05,2099.93,2101.68,2108.78,2090.41,75.21896913967646
2015-11-06,2099.2,2098.6,2101.91,2083.74,69.83518489542584
2015-11-09,2078.58,2096.56,2096.56,2068.24,68.03724888778359
2015-11-10,2081.72,2077.19,2083.67,2069.91,85.23083891423198
2015-11-11,2075.0,2083.41,2086.94,2074.85,82.5063902797715
2015-11-12,2045.97,2072.29,2072.29,2045.66,81.40538931070391
2015-11-13,2023.04,2044.64,2044.64,2022.02,78.89478050716008
2015-11-16,2053.19,2022.08,2053.22,2019.39,78.12628509476987
2015-11-17,2050.44,2053.67,2066.69,2045.9,73.70691592144877
2015-11-18,2083.58,2051.99,2085.31,2051.99,67.83236719566644
2015-11-19,2081.24,2083.7,2086.74,2078.76,70.01107419712051
2015-11-20,2089.17,2082.82,2097.06,2082.82,68.17861339600464
2015-11-23,2086.59,2089.41,2095.61,2081.39,62.773562080721334
2015-11-24,2089.14,2084.42,2094.12,2070.29,70.87616822429901
2015-11-25,2088.87,2089.3,2093.0,2086.3,81.30168150346161
2015-11-26,2088.87,0.0,0.0,0.0,88.73008333693154
2015-11-27,2090.11,2088.82,2093.29,2084.13,90.42728773152382
2015-11-30,2080.41,2090.95,2093.81,2080.41,78.8454926768893
2015-12-01,2102.63,2082.93,2103.37,2082.93,80.33339061694464
2015-12-02,2079.51,2101.71,2104.27,2077.11,80.8558332496907
2015-12-03,2049.62,2080.71,2085.0,2042.35,83.7678919427459
2015-12-04,2091.69,2051.24,2093.84,2051.24,85.59887915101663
2015-12-07,2077.07,2090.42,2090.42,2066.78,87.82970147373734
2015-12-08,2063.59,2073.39,2073.85,2052.32,90.94066972349609
2015-12-09,2047.62,2061.17,2080.33,2036.53,90.8048138397896
2015-12-10,2052.23,2047.93,2067.65,2045.67,91.66080450214254
2015-12-11,2012.37,2047.27,2047.27,2008.8,87.80422241062035
2015-12-14,2021.94,2013.37,2022.92,1993.26,79.36764454246443
2015-12-15,2043.41,2025.55,2053.87,2025.55,66.2980128498399
2015-12-16,2073.07,2046.5,2076.72,2042.43,68.70940945476515
2015-12-17,2041.89,2073.76,2076.37,2041.66,63.13578298607415
2015-12-18,2005.55,2040.81,2040.81,2005.33,60.75063613231548
2015-12-21,2021.15,2010.27,2022.9,2005.93,56.138358484755116
2015-12-22,2038.97,2023.15,2042.74,2020.49,49.3618751325744
2015-12-23,2064.29,2042.2,2064.73,2042.2,48.63117938801454
2015-12-24,2060.99,2063.52,2067.36,2058.73,49.11316069528201
2015-12-25,2060.99,0.0,0.0,0.0,38.951177552352156
2015-12-28,2056.5,2057.77,2057.77,2044.2,31.272623162027955
2015-12-29,2078.36,2060.54,2081.56,2060.54,30.0902812447995
2015-12-30,2063.36,2077.34,2077.34,2061.97,25.951305497411113
2015-12-31,2043.94,2060.59,2062.54,2043.62,31.430120351295685
2016-01-04,2012.66,2038.2,2038.2,1989.68,42.269224108070766
2016-01-05,2016.71,2013.78,2021.94,2004.17,48.02371055414817
2016-01-06,1990.26,2011.71,2011.71,1979.05,48.48743387855595
2016-01-07,1943.09,1985.32,1985.32,1938.83,43.04945352234605
2016-01-08,1922.03,1945.97,1960.4,1918.46,48.770040386733555
2016-01-11,1923.67,1926.12,1935.65,1901.1,51.94212721584991
2016-01-12,1938.68,1927.83,1947.38,1914.35,64.0909220708757
2016-01-13,1890.28,1940.34,1950.33,1886.41,64.26982950333579
2016-01-14,1921.84,1891.68,1934.47,1878.93,48.69034707158354
2016-01-15,1880.33,1916.68,1916.68,1857.83,54.0551667352819
2016-01-19,1881.33,1888.66,1901.44,1864.6,56.76610462602678
2016-01-20,1859.33,1876.18,1876.18,1812.29,44.51103785835579
2016-01-21,1868.99,1861.46,1889.85,1848.98,37.0963513738948
2016-01-22,1906.9,1877.4,1908.85,1877.4,31.962788846603516
2016-01-25,1877.08,1906.28,1906.28,1875.97,22.934099681627302
2016-01-26,1903.63,1878.79,1906.73,1878.79,20.141036743783175
2016-01-27,1882.95,1902.52,1916.99,1872.7,20.799489583077758
2016-01-28,1893.36,1885.22,1902.96,1873.65,25.500550676343593
2016-01-29,1940.24,1894.0,1940.24,1894.0,23.715498378720397
2016-02-01,1939.38,1936.94,1947.2,1920.3,30.159688167986943
2016-02-02,1903.03,1935.26,1935.26,1897.29,26.686201525830896
2016-02-03,1912.53,1907.07,1918.01,1872.23,25.52719483897286
2016-02-04,1915.45,1911.67,1927.35,1900.52,27.838491699340892
2016-02-05,1880.05,1913.07,1913.07,1872.65,22.906110695794297
2016-02-08,1853.44,1873.25,1873.25,1828.46,25.27967941225596
2016-02-09,1852.21,1848.46,1868.25,1834.94,30.861219636487306
2016-02-10,1851.86,1857.1,1881.6,1850.32,40.053364957011574
2016-02-11,1829.08,1847.0,1847.0,1810.1,53.11479450366617
2016-02-12,1864.78,1833.4,1864.78,1833.4,56.39166690546456
2016-02-16,1895.58,1871.44,1895.77,1871.44,69.90018232949096
2016-02-17,1926.82,1898.8,1930.68,1898.8,54.54676966698484
2016-02-18,1917.83,1927.57,1930.0,1915.09,59.56762321451542
2016-02-19,1917.78,1916.74,1918.78,1902.17,61.68545614455899
2016-02-22,1945.5,1924.44,1946.7,1924.44,61.6946442845723
2016-02-23,1921.27,1942.38,1942.38,1919.44,60.92803030303038
2016-02-24,1929.8,1917.56,1932.08,1891.0,57.8552526783649
2016-02-25,1951.7,1931.87,1951.83,1925.41,57.53302163971285
2016-02-26,1948.05,1954.95,1962.96,1945.78,53.06954492965382
2016-02-29,1932.23,1947.13,1958.27,1931.81,54.934485958043815
2016-03-01,1978.35,1937.09,1978.35,1937.09,55.23824693942566
2016-03-02,1986.45,1976.6,1986.51,1968.8,53.53380261728163
2016-03-03,1993.4,1985.6,1993.69,1977.37,41.54444700401858
2016-03-04,1999.99,1994.01,2009.13,1986.77,35.250556064372674
2016-03-07,2001.76,1996.11,2006.12,1989.38,37.06379082307465
2016-03-08,1979.26,1996.88,1996.88,1977.43,40.78137243927012
2016-03-09,1989.26,1981.44,1992.69,1979.84,30.35959545511301
2016-03-10,1989.57,1990.97,2005.08,1969.25,26.181759448691807
2016-03-11,2022.19,1994.71,2022.37,1994.71,19.001837975399383
2016-03-14,2019.64,2019.27,2024.57,2012.05,20.551524754677175
2016-03-15,2015.93,2015.27,2015.94,2005.23,32.044362890603935
2016-03-16,2027.22,2014.24,2032.02,2010.04,32.410819072572906
2016-03-17,2040.59,2026.9,2046.24,2022.16,37.66971196548664
2016-03-18,2049.58,2041.16,2052.36,2041.16,35.02099937167229
2016-03-21,2051.6,2047.88,2053.91,2043.14,39.31499477699341
2016-03-22,2049.8,2048.64,2056.6,2040.57,39.38215392398662
2016-03-23,2036.71,2048.55,2048.55,2034.86,39.484529546030934
2016-03-24,2035.94,2032.48,2036.04,2022.49,44.05118520448037
2016-03-28,2037.05,2037.89,2042.67,2031.96,42.51254600200736
2016-03-29,2055.01,2035.75,2055.91,2028.31,49.396395472111124
2016-03-30,2063.95,2058.27,2072.21,2058.27,50.58662837530214
2016-03-31,2059.74,2063.77,2067.92,2057.46,70.10420271465357
2016-04-01,2072.78,2056.62,2075.07,2043.98,76.66167984612088
2016-04-04,2066.13,2073.19,2074.02,2062.57,78.42891947059977
2016-04-05,2045.17,2062.5,2062.5,2042.56,75.68831168831161
2016-04-06,2066.66,2045.56,2067.33,2043.09,80.68829113924035
2016-04-07,2041.91,2063.01,2063.01,2033.8,70.99401364332452
2016-04-08,2047.6,2045.54,2060.63,2041.69,67.48331980089662
2016-04-11,2041.99,2050.23,2062.93,2041.88,65.9079132430231
2016-04-12,2061.72,2043.72,2065.05,2039.74,71.4520378118704
2016-04-13,2082.42,2065.92,2083.18,2065.92,80.32628942128588
2016-04-14,2082.78,2082.89,2087.84,2078.13,79.21506337072694
2016-04-15,2080.73,2083.1,2083.22,2076.31,80.34669420194618
2016-04-18,2094.34,2078.83,2094.66,2073.65,74.41332794579297
2016-04-19,2100.8,2096.05,2104.05,2091.68,68.27216471326304
2016-04-20,2102.4,2101.52,2111.05,2096.32,66.18134289796035
2016-04-21,2091.48,2102.09,2103.78,2088.52,57.920466296888165
2016-04-22,2091.58,2091.49,2094.32,2081.2,49.990330690388646
2016-04-25,2087.79,2089.37,2089.37,2077.52,45.74431044851707
2016-04-26,2091.7,2089.84,2096.87,2085.8,55.469232063723524
2016-04-27,2095.15,2092.33,2099.89,2082.31,61.974822247529744
2016-04-28,2075.81,2090.93,2099.3,2071.62,66.84864240323498
2016-04-29,2065.3,2071.82,2073.85,2052.28,69.88138350915855
2016-05-02,2081.43,2067.17,2083.42,2066.11,65.43592832404738
2016-05-03,2063.37,2077.18,2077.18,2054.89,66.13255429650593
2016-05-04,2051.12,2060.3,2060.3,2045.55,63.368772267149104
2016-05-05,2050.63,2052.95,2060.23,2045.77,58.75911246935973
2016-05-06,2057.14,2047.77,2057.72,2039.45,60.877308707123966
2016-05-09,2058.69,2057.55,2064.15,2054.31,74.30133840901532
2016-05-10,2084.39,2062.63,2084.87,2062.63,76.10539917972912
2016-05-11,2064.46,2083.29,2083.29,2064.46,75.53882615363158
2016-05-12,2064.11,2067.17,2073.99,2053.13,80.21252663982946
2016-05-13,2046.61,2062.5,2066.79,2043.13,86.53395784543319
2016-05-16,2066.66,2046.53,2071.88,2046.53,85.88760284479146
2016-05-17,2047.21,2065.04,2065.69,2040.82,78.99353767096618
2016-05-18,2047.63,2044.38,2060.61,2034.49,68.18385204335284
2016-05-19,2040.04,2044.21,2044.21,2025.91,64.72744309099923
2016-05-20,2052.32,2041.88,2058.35,2041.88,63.170329670329586
2016-05-23,2048.04,2052.23,2055.58,2047.26,64.42805211346078
2016-05-24,2076.06,2052.65,2079.67,2052.65,71.24398524706275
2016-05-25,2090.54,2078.93,2094.73,2078.93,66.14990721818984
2016-05-26,2090.1,2091.44,2094.3,2087.08,68.43367881681598
2016-05-27,2099.06,2090.06,2099.06,2090.06,62.068136914615216
2016-05-31,2096.96,2100.13,2103.48,2088.66,56.19766724446913
2016-06-01,2099.33,2093.94,2100.97,2085.1,62.95962779528734
2016-06-02,2105.26,2097.71,2105.26,2088.59,59.56310541715187
2016-06-03,2099.13,2104.07,2104.07,2085.36,52.50725653087773
2016-06-06,2109.41,2100.83,2113.36,2100.83,57.97413793103443
2016-06-07,2112.13,2110.18,2119.22,2110.18,58.11310704033611
2016-06-08,2119.12,2112.71,2120.55,2112.71,61.4251305952641
2016-06-09,2115.48,2115.65,2117.64,2107.73,53.28179021588212
2016-06-10,2096.07,2109.57,2109.57,2089.96,53.93667153526064
2016-06-13,2079.06,2091.75,2098.12,2078.46,53.27351000782737
2016-06-14,2075.32,2076.65,2081.3,2064.1,56.94340691893561
2016-06-15,2071.5,2077.6,2085.65,2069.8,58.56359445783765
2016-06-16,2077.99,2066.36,2079.62,2050.37,48.49540261911395
2016-06-17,2071.22,2078.2,2078.2,2062.84,49.66094561099933
2016-06-20,2083.25,2075.58,2100.66,2075.58,50.924900440653246
2016-06-21,2088.9,2085.19,2093.66,2083.02,45.895548382602186
2016-06-22,2085.45,2089.75,2099.71,2084.36,47.96738101594544
2016-06-23,2113.32,2092.8,2113.32,2092.8,48.17867588407342
2016-06-24,2037.41,2103.81,2103.81,2032.57,39.15597684186617
2016-06-27,2000.54,2031.45,2031.45,1991.68,41.63121209378105
2016-06-28,2036.09,2006.67,2036.09,2006.67,53.87137452711225
2016-06-29,2070.77,2042.69,2073.13,2042.69,59.050837045000826
2016-06-30,2098.86,2073.17,2098.94,2070.0,59.313196137113934
2016-07-01,2102.95,2099.34,2108.71,2097.9,55.156935423538606
2016-07-05,2088.55,2095.05,2095.05,2080.86,42.502725092653066
2016-07-06,2099.73,2084.43,2100.72,2074.02,43.53146072433342
2016-07-07,2097.9,2100.42,2109.08,2089.39,53.43419393740059
2016-07-08,2129.9,2106.97,2131.71,2106.97,56.23615475761168
2016-07-11,2137.16,2131.72,2143.16,2131.72,65.8643413967693
2016-07-12,2152.14,2139.5,2155.4,2139.5,75.63423022456017
2016-07-13,2152.43,2153.81,2156.45,2146.21,80.26307114129361
2016-07-14,2163.75,2157.88,2168.99,2157.88,78.39241953929091
2016-07-15,2161.74,2165.13,2169.05,2155.79,77.87628383125357
2016-07-18,2166.89,2162.04,2168.35,2159.63,81.58989123480485
2016-07-19,2163.78,2163.79,2164.63,2159.01,78.69149881516584
2016-07-20,2173.02,2166.1,2175.63,2164.89,66.62591303802618
2016-07-21,2165.17,2172.91,2174.56,2159.75,71.28228682589422
2016-07-22,2175.03,2166.47,2175.11,2163.24,73.49112130885872
2016-07-25,2168.48,2173.71,2173.71,2161.95,65.12931435482363
2016-07-26,2169.18,2168.97,2173.54,2160.18,71.37618062242618
2016-07-27,2166.58,2169.81,2174.98,2159.07,70.87520852829877
2016-07-28,2170.06,2166.05,2172.85,2159.74,73.48250504751138
2016-07-29,2173.6,2168.83,2177.09,2163.49,69.42038504166489
2016-08-01,2170.84,2173.15,2178.29,2166.21,60.50908951298634
2016-08-02,2157.03,2169.94,2170.2,2147.58,48.07277728218851
2016-08-03,2163.79,2156.81,2163.79,2152.56,49.17761321772786
2016-08-04,2164.25,2163.51,2168.19,2159.07,43.471001905661325
2016-08-05,2182.87,2168.79,2182.87,2168.79,41.549836088442504
2016-08-08,2180.89,2183.76,2185.44,2177.85,46.45538481198684
2016-08-09,2181.74,2182.24,2187.66,2178.61,54.36212039045552
