Country,ISO3,value,date
Ghana,GHA,0.602887453142675,2020-01-01
Germany,DEU,7.2552210281684,2020-01-01
Georgia,GEO,2.75470919618902,2020-01-01
"Gambia, The",GMB,0.237529598930845,2020-01-01
Gabon,GAB,2.33327357514897,2020-01-01
France,FRA,3.95368245187991,2020-01-01
Finland,FIN,6.57014512772575,2020-01-01
Fiji,FJI,1.11709628844161,2020-01-01
Ethiopia,ETH,0.154431771590205,2020-01-01
Eswatini,SWZ,0.972087527685903,2020-01-01
Estonia,EST,5.33839981587368,2020-01-01
Eritrea,ERI,0.198657542968412,2020-01-01
Equatorial Guinea,GNQ,2.72573085162172,2020-01-01
El Salvador,SLV,1.01328024350636,2020-01-01
"Egypt, Arab Rep.",EGY,1.96112257208929,2020-01-01
Ecuador,ECU,1.95757534925331,2020-01-01
Dominican Republic,DOM,2.08018172191441,2020-01-01
Dominica,DMA,2.26126814362109,2020-01-01
Djibouti,DJI,0.392329171237878,2020-01-01
Denmark,DNK,4.69123730751634,2020-01-01
Czechia,CZE,8.30401749583889,2020-01-01
Cyprus,CYP,5.47199800894842,2020-01-01
Cuba,CUB,2.15276967847473,2020-01-01
Croatia,HRV,3.86070539173057,2020-01-01
Cote d'Ivoire,CIV,0.406347356890383,2020-01-01
Costa Rica,CRI,1.35999554957394,2020-01-01
"Congo, Rep.",COG,1.25459166977367,2020-01-01
"Congo, Dem. Rep.",COD,0.0325847808481787,2020-01-01
Comoros,COM,0.407112182850678,2020-01-01
Colombia,COL,1.55225942282078,2020-01-01
China,CHN,7.75613790659769,2020-01-01
Chile,CHL,4.39515106359663,2020-01-01
Chad,TCD,0.0942281870969025,2020-01-01
Central African Republic,CAF,0.044282072685485,2020-01-01
Canada,CAN,13.5993749178773,2020-01-01
Cameroon,CMR,0.37478265803136,2020-01-01
Cambodia,KHM,1.13758365931038,2020-01-01
Cabo Verde,CPV,1.06515172319099,2020-01-01
Burundi,BDI,0.0583840218352736,2020-01-01
Burkina Faso,BFA,0.253533188747507,2020-01-01
Bulgaria,BGR,4.92328037940501,2020-01-01
Brunei Darussalam,BRN,21.7058124398664,2020-01-01
Brazil,BRA,1.94252335631484,2020-01-01
Botswana,BWA,2.2634631138367,2020-01-01
Bosnia and Herzegovina,BIH,6.31230587447531,2020-01-01
Bolivia,BOL,1.53946469560316,2020-01-01
Bhutan,BTN,1.34005431673023,2020-01-01
Benin,BEN,0.631204805964476,2020-01-01
Belize,BLZ,1.74110771521393,2020-01-01
Belgium,BEL,7.39813065774681,2020-01-01
Belarus,BLR,5.84240729590088,2020-01-01
Barbados,BRB,3.90487115816925,2020-01-01
Bangladesh,BGD,0.510647559277094,2020-01-01
Bahrain,BHR,21.9769078065259,2020-01-01
"Bahamas, The",BHS,6.04225147673512,2020-01-01
Azerbaijan,AZE,3.39884957289227,2020-01-01
Austria,AUT,6.63264573733546,2020-01-01
Australia,AUS,14.7761369066259,2020-01-01
Armenia,ARM,2.40468376195106,2020-01-01
Argentina,ARG,3.4056175404138,2020-01-01
Antigua and Barbuda,ATG,5.12173012173012,2020-01-01
Angola,AGO,0.592742967779037,2020-01-01
Andorra,AND,5.77714799227799,2020-01-01
Algeria,DZA,3.7182233703076,2020-01-01
Albania,ALB,1.54455011524574,2020-01-01
Afghanistan,AFG,0.223478872007068,2020-01-01
