ITL,ITL code,name,value
ITL1,TLC,North East,71.1
ITL1,TLD,North West,75.9
ITL1,TLE,Yorkshire and The Humber,73.3
ITL1,TLF,East Midlands,78.4
ITL1,TLG,West Midlands,75.5
ITL1,TLH,East of England,78.6
ITL1,TLI,London,75.5
ITL1,TLJ,South East,80
ITL1,TLK,South West,80.1
ITL1,TLL,Wales,74.4
ITL1,TLM,Scotland,75
ITL1,TLN,Northern Ireland,72.4
